Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Numero_Transbordos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Tiempo_Total_Puerta_a_Puerta_Minutos,Verificacion_Tiempo_Total
73,787.0,745,True,1091.0,1096.0,1.97987401625,5.5041516,158.3899213,440.332128,Calculado,Calculado,14.26402561625,6.78,0.0,6.566,6.147,0.0,32.0,1.65,4.65,0.11,0.309,13.08,14.26402561625,14.26402561625
74,33.0,716,True,1536.0,1078.0,9.93493330375,0.91846033625,794.7946643,73.4768269,Calculado,Calculado,20.18339364,9.33,0.0,6.402,5.777,0.0,64.0,8.45,0.93,0.563,0.062,18.72,20.18339364,20.18339364
75,22.0,727,True,1413.0,2280.0,29.231624,1.67989424,2338.52992,134.3915392,Calculado,Calculado,35.73151824000001,4.82,0.0,5.122,3.992,0.0,33.0,15.67,1.28,1.044,0.086,21.77,35.73151824000001,35.73151824000001
76,32.0,731,True,1109.0,1108.0,38.3176875575,5.1048154875,3065.4150046,408.385239,Calculado,Calculado,44.502503045,1.08,0.0,3.277,0.775,0.0,32.0,32.2,5.33,2.147,0.355,38.62,44.502503045,44.502503045
77,7575.0,742,False,,,8.33,2.95,556.0,197.0,Mapeado,Mapeado,11.28,0.0,0.0,0.752,0.0,0.0,0.0,8.33,2.95,0.556,0.197,11.28,11.28,11.280000000000001
78,6.0,750,True,1040.0,220863.0,18.9376142075,1.43194523875,1515.0091366,114.5556191,Calculado,Calculado,29.29955944625,8.93,0.0,9.457,8.153,0.0,9.0,19.15,0.4,1.277,0.027,28.48,29.29955944625,29.29955944625
79,89.0,745,True,1219.0,1096.0,9.524628675,5.5041516,761.970294,440.332128,Calculado,Calculado,15.948780275,0.92,0.0,1.554,0.683,0.0,39.0,8.42,4.65,0.561,0.309,13.98,15.948780275,15.948780275
80,56.0,716,True,1975.0,1078.0,45.26120641875,0.91846033625,3620.8965135,73.4768269,Calculado,Calculado,73.649666755,27.47,0.0,16.71,15.741,0.0,15.0,13.6,0.93,0.907,0.062,42.0,73.649666755,73.649666755
81,59.0,716,True,1532.0,1078.0,10.751323935,0.91846033625,860.1059148,73.4768269,Calculado,Calculado,26.34978427125,14.68,0.0,9.964,9.793,0.0,37.0,1.63,0.93,0.109,0.062,17.25,26.34978427125,26.34978427125
82,2494.0,738,True,2077.0,2219.0,4.91335080375,0.79330144375,393.0680643,63.4641155,Calculado,Calculado,22.856652247499998,17.15,0.0,7.056,6.736,0.0,15.0,3.88,0.93,0.258,0.062,21.97,22.856652247499998,22.856652247499998
83,24.0,713,True,1059.0,1274.0,16.383018817499998,2.98574116875,1310.6415054,238.8592935,Calculado,Calculado,30.618759986249998,11.25,0.0,9.058,7.678,0.0,8.0,17.07,3.63,1.137,0.243,31.95,30.618759986249998,30.618759986249998
84,3737.0,746,True,475.0,111.0,1.154984505,5.23873227375,92.3987604,419.0985819,Calculado,Calculado,17.14371677875,10.75,0.0,7.633,7.227,0.0,34.0,1.45,4.65,0.096,0.31,16.85,17.14371677875,17.14371677875
85,37.0,752,True,1192.0,1718.0,25.36070007375,5.48546768625,2028.8560059,438.8374149,Calculado,Calculado,37.64616776,6.8,0.0,5.588,4.728,0.0,7.0,9.18,3.72,0.612,0.248,19.7,37.64616776,37.64616776
86,38.0,750,True,1861.0,220863.0,0.7438395412500001,1.43194523875,59.5071633,114.5556191,Calculado,Calculado,13.905784780000001,11.73,0.0,10.17,10.104,0.0,9.0,0.58,0.4,0.038,0.027,12.72,13.905784780000001,13.905784780000001
87,35.0,749,True,25.0,26.0,7.18145477,0.28810997125,574.5163816,23.0487977,Calculado,Calculado,9.48956474125,2.02,0.0,1.116,0.755,0.0,42.0,5.02,0.42,0.334,0.027,7.45,9.48956474125,9.48956474125
88,71.0,716,True,957.0,1005.0,7.066631940000001,1.089115005,565.3305552,87.1292004,Calculado,Calculado,10.625746945000001,2.47,0.0,2.575,2.062,0.0,136.0,6.6,1.1,0.44,0.074,10.17,10.625746945000001,10.625746945000001
89,45.0,726,True,1561.0,197.0,1.27525690375,1.76225622625,102.0205523,140.9804981,Calculado,Calculado,55.91751313,52.88,0.0,25.793,25.636,0.0,25.0,0.77,1.58,0.051,0.105,55.23,55.91751313,55.91751313
90,4544.0,736,True,2132.0,2047.0,2.40197232125,2.63131643,192.1577857,210.5053144,Calculado,Calculado,8.803288751250001,3.77,0.0,2.248,1.952,0.0,16.0,1.75,2.7,0.116,0.18,8.22,8.803288751250001,8.803288751250001
91,16507.0,745,False,,,3.55,4.65,237.0,309.0,Mapeado,Mapeado,8.2,0.0,0.0,0.546,0.0,0.0,0.0,3.55,4.65,0.237,0.309,8.2,8.2,8.2
92,36.0,727,True,1413.0,2280.0,35.8706173075,1.67989424,2869.6493846,134.3915392,Calculado,Calculado,42.3705115475,4.82,0.0,5.477,3.992,0.0,33.0,21.0,1.28,1.4,0.086,27.1,42.3705115475,42.3705115475
93,26.0,755,True,750.0,675.0,63.1924555825,4.986800445,5055.3964466,398.9440356,Calculado,Calculado,106.15925602749999,37.98,0.0,32.905,29.32,0.0,7.0,48.18,5.58,3.213,0.372,91.75,106.15925602749999,106.15925602749999
94,2046.0,752,True,1692.0,1112.0,0.4115104025,7.19423730875,32.9208322,575.5389847,Calculado,Calculado,17.48574771125,9.88,0.0,5.533,5.132,0.0,17.0,0.5,5.5,0.034,0.367,15.88,17.48574771125,17.48574771125
95,100.0,727,True,1484.0,1375.0,32.13408319875,1.63998025625,2570.7266559,131.1984205,Calculado,Calculado,50.674063454999995,16.9,0.0,12.37,10.692,0.0,33.0,23.88,1.28,1.593,0.086,42.07,50.674063454999995,50.674063454999995
96,3804.0,727,True,1714.0,1375.0,2.1402040225,1.63998025625,171.2163218,131.1984205,Calculado,Calculado,11.850184278750001,8.07,0.0,7.456,7.12,0.0,50.0,3.75,1.28,0.25,0.086,13.1,11.850184278750001,11.850184278750001
97,36.0,755,True,811.0,675.0,15.73442221625,4.986800445,1258.7537773,398.9440356,Calculado,Calculado,29.891222661249998,9.17,0.0,7.652,6.334,0.0,7.0,14.18,5.58,0.946,0.372,28.93,29.891222661249998,29.891222661249998
98,79.0,755,True,748.0,675.0,17.8635540625,4.986800445,1429.084325,398.9440356,Calculado,Calculado,58.2003545075,35.35,0.0,27.966,26.732,0.0,7.0,12.93,5.58,0.862,0.372,53.87,58.2003545075,58.2003545075
99,41.0,716,True,1394.0,1078.0,2.3134517312500003,0.91846033625,185.0761385,73.4768269,Calculado,Calculado,7.351912067500001,4.12,0.0,2.766,2.532,0.0,65.0,2.57,0.93,0.171,0.062,7.62,7.351912067500001,7.351912067500001
100,94.0,716,True,1973.0,1078.0,40.08112193875,0.91846033625,3206.4897551,73.4768269,Calculado,Calculado,65.36958227500001,24.37,0.0,15.875,14.126,0.0,15.0,25.3,0.93,1.687,0.062,50.6,65.36958227500001,65.36958227500001
101,348605.0,717,True,1823.0,209.0,3.880949215,1.58,310.4759372,106.0,Calculado,Mapeado,8.190949215,2.73,0.0,1.883,1.33,0.0,207.0,6.72,1.58,0.448,0.106,11.03,8.190949215,8.190949215
102,174.0,753,True,1502.0,1507.0,25.15128024,6.24122323125,2012.1024192,499.2978585,Calculado,Calculado,51.07250347125,19.68,0.0,16.73,14.679,0.0,31.0,27.12,3.65,1.808,0.243,50.45,51.07250347125,51.07250347125
103,36.0,755,True,784.0,675.0,21.2243718575,4.986800445,1697.9497486,398.9440356,Calculado,Calculado,62.83117230249999,36.62,0.0,29.134,27.762,0.0,7.0,15.0,5.58,1.0,0.372,57.2,62.83117230249999,62.83117230249999
