Origin,Origin_ZoneName,Origin_Population,Destination,Journey_Type,Uses_Public_Transport,FromStopPointNo,ToStopPointNo,Access_Time_Minutes,Travel_Time_Minutes,Egress_Time_Minutes,Total_Time_Minutes,Access_Distance_Meters,Egress_Distance_Meters,PathIndex,Mapeada_JRT,Mapeada_NTR,Mapeada_RIT,Mapeada_ACT,Mapeada_EGT,Mapeada_ACD,Mapeada_EGD,Mapeada_SFQ,Mapeada_JRD,Mapeada_RID,Mapeada_TWT
237,La Chopera,2186,904,Public Transport,True,7.0,2219.0,3.384494645,43.73333333333333,0.79330144375,47.91112942208333,270.7595716,63.4641155,11.0,43.73,1,40.6,2.2,0.93,0.147,0.062,21,13.714,13.505,6.65
238,La Cuesta,305,903,Public Transport,True,559.0,283.0,2.13322408125,39.266666666666666,,,170.6579265,,31.0,39.27,1,33.37,1.82,4.08,0.121,0.272,27,14.619,14.226,3.65
239,La Hera,16,903,Public Transport,True,610.0,284.0,11.847963685,35.833333333333336,,,947.8370948,,7.0,35.98,0,26.6,6.85,2.53,0.456,0.169,38,15.823,15.198,0.0
240,La Iglesia,317,902,Public Transport,True,2305.0,209.0,0.75251485875,80.63333333333334,,,60.2011887,,1.0,80.63,3,78.1,0.95,1.58,0.063,0.106,2,41.068,40.899,19.78
241,La Orconera,28,903,Public Transport,True,588.0,284.0,34.7862154475,26.78333333333333,,,2782.8972358,,7.0,26.78,0,12.28,11.97,2.53,0.798,0.169,52,9.372,8.406,0.0
242,La Quadra,255,902,Public Transport,True,886.0,249.0,3.58456956625,21.683333333333334,,,286.7655653,,37.0,21.68,0,17.98,2.18,1.52,0.145,0.101,32,11.608,11.362,0.0
243,La Tejera,55,902,Public Transport,True,750.0,209.0,11.27452581875,92.53333333333332,,,901.9620655,,5.0,92.53,2,79.62,11.33,1.58,0.756,0.106,7,53.033,52.171,8.85
244,Labarrieta/Olabarrieta,43,903,Public Transport,True,726.0,278.0,51.0823898325,143.15,,,4086.5911866,,4.0,146.68,2,106.02,36.58,4.08,2.439,0.272,5,43.657,40.946,31.5
245,Lamiako,2905,904,Public Transport,True,7.0,2219.0,5.40562294125,45.083333333333336,0.79330144375,51.28225771833334,432.4498353,63.4641155,11.0,45.08,1,40.6,3.55,0.93,0.237,0.062,21,13.804,13.505,6.65
246,Lamindao,76,901,Public Transport,True,2256.0,1078.0,34.98947022625,37.583333333333336,0.9184603362500001,73.49126389583334,2799.1576181,73.4768269,34.0,37.58,0,22.9,13.75,0.93,0.916,0.062,34,17.461,16.482,0.0
247,Lanbarketa,1025,901,Public Transport,True,180.0,1004.0,2.7707400975,29.23333333333333,2.95083712375,34.95491055458333,221.6592078,236.0669699,45.0,29.23,0,24.68,2.75,1.8,0.183,0.12,42,10.932,10.63,0.0
248,Landa,3543,904,Walking Only,False,,,373.46143588875003,3.7666666666666666,0.0,373.46143588875003,29876.9148711,0.0,1.0,3.77,0,0.0,2.83,0.93,0.189,0.062,0,0.251,0.0,0.0
249,Landabarri,935,904,Public Transport,True,2068.0,2219.0,1.84418525375,27.03333333333333,0.79330144375,29.67082003083333,147.5348203,63.4641155,9.0,27.03,0,23.45,2.65,0.93,0.177,0.062,15,10.469,10.23,0.0
250,Landaberde,119,901,Public Transport,True,1109.0,1078.0,1.1631296575,42.25,0.9184603362500001,44.33158999375,93.0503726,73.4768269,29.0,48.07,0,33.05,14.08,0.93,0.939,0.062,16,25.692,24.69,0.0
251,Lanestosa,223,903,Public Transport,True,770.0,278.0,1.9381820225,114.26666666666668,,,155.0545618,,6.0,117.8,1,112.15,1.57,4.08,0.105,0.272,7,66.775,66.399,12.52
252,Lanzas Agudas,66,902,Public Transport,True,780.0,209.0,81.61797723,149.91666666666666,,,6529.4381784,,5.0,149.92,2,80.58,67.75,1.58,4.517,0.106,7,57.874,53.251,8.85
253,Lariz,17,901,Public Transport,True,1250.0,1078.0,1.6885911475,79.73333333333333,0.9184603362500001,82.34038481708335,135.0872918,73.4768269,6.0,79.73,0,77.45,1.35,0.93,0.09,0.062,8,50.402,50.25,0.0
254,Larrabeiti,35,901,Public Transport,True,1536.0,1078.0,11.2300444925,13.733333333333333,0.9184603362500001,25.881838162083334,898.4035594,73.4768269,2.0,13.73,0,9.33,3.47,0.93,0.231,0.062,58,6.069,5.777,0.0
255,Larrauri,162,904,Public Transport,True,1148.0,2220.0,1.164973315,31.08333333333333,0.90773412,33.15604076833333,93.1978652,72.6187296,4.0,31.08,1,29.43,0.95,0.7,0.064,0.047,15,16.479,16.368,1.15
256,Larreineta,210,903,Public Transport,True,366.0,284.0,35.3605262675,39.05,,,2828.8421014,,75.0,39.05,1,18.15,18.37,2.53,1.225,0.169,44,8.574,7.181,1.28
257,Las Bárcenas,42,902,Public Transport,True,750.0,209.0,18.00254150875,100.93333333333334,,,1440.2033207,,5.0,100.93,2,79.62,19.73,1.58,1.316,0.106,7,53.593,52.171,8.85
258,Las Calizas,21,903,Public Transport,True,621.0,284.0,26.7348290125,44.7,,,2138.786321,,6.0,44.7,0,22.57,19.6,2.53,1.307,0.169,39,15.158,13.682,0.0
259,Las Carreras,1978,903,Public Transport,True,580.0,284.0,2.2758675137499997,29.133333333333333,,,182.0694011,,6.0,36.9,0,32.57,1.8,2.53,0.12,0.169,38,17.561,17.273,0.0
260,Las Muñecas,43,903,Public Transport,True,662.0,284.0,30.598410174999998,81.96666666666667,,,2447.872814,,16.0,90.07,0,57.43,30.1,2.53,2.007,0.169,16,28.755,26.58,0.0
261,Las Ribas,95,903,Public Transport,True,697.0,284.0,8.937578621250001,64.75,,,715.0062897,,3.0,64.75,0,55.52,6.7,2.53,0.447,0.169,14,26.467,25.851,0.0
262,Leagi,35,901,Public Transport,True,2181.0,1078.0,20.5403214725,94.93333333333334,0.9184603362500001,116.39211514208334,1643.2257178,73.4768269,17.0,94.93,0,81.38,12.62,0.93,0.841,0.062,26,54.382,53.479,0.0
263,Legizamon,455,901,Public Transport,True,169.0,1005.0,15.16996996125,23.58333333333333,1.089115005,39.84241829958333,1213.5975969,87.1292004,85.0,23.58,0,12.33,10.15,1.1,0.677,0.074,88,8.717,7.966,0.0
264,Lekeitio,7180,901,Public Transport,True,220863.0,1078.0,12.0961294175,90.55,0.9184603362500001,103.56458975375,967.6903534,73.4768269,28.0,90.55,0,79.65,9.97,0.93,0.665,0.062,27,57.78,57.053,0.0
265,Lekerika,29,901,Public Transport,True,1258.0,1078.0,38.08224581125,95.38333333333334,0.9184603362500001,134.38403948083334,3046.5796649,73.4768269,6.0,95.38,0,65.22,29.23,0.93,1.949,0.062,8,44.887,42.875,0.0
266,Lemoaurieta,90,901,Public Transport,True,1390.0,1078.0,5.6434031849999995,15.516666666666667,0.9184603362500001,22.078530187916666,451.4722548,73.4768269,60.0,15.52,0,9.95,4.63,0.93,0.309,0.062,63,6.146,5.775,0.0
267,Lendoño Goikoa/Lendoño de Arriba,5,901,Public Transport,True,1937.0,1005.0,76.1159091625,138.01666666666668,1.089115005,215.22169083416668,6089.272733,87.1292004,8.0,138.02,0,80.77,56.15,1.1,3.743,0.074,7,44.857,41.04,0.0
268,Libao,124,904,Public Transport,True,113359.0,2220.0,2.86827223875,55.15,0.90773412,58.92600635875,229.4617791,72.6187296,4.0,55.15,1,51.62,2.83,0.7,0.188,0.047,4,25.944,25.709,8.23
269,Llano,91,903,Public Transport,True,1785.0,284.0,19.92350202875,64.13333333333334,,,1593.8801623,,2.0,67.5,1,52.32,11.1,4.08,0.74,0.272,9,23.944,22.932,0.3
270,Loiola,101,901,Public Transport,True,1271.0,1078.0,1.4552926362499998,47.18333333333333,0.9184603362500001,49.55708630583333,116.4234109,73.4768269,6.0,47.18,0,44.75,1.5,0.93,0.1,0.062,8,29.235,29.072,0.0
271,Los Castaños,50,903,Public Transport,True,620.0,284.0,29.004948000000002,47.46666666666667,,,2320.39584,,5.0,47.47,1,31.52,13.42,2.53,0.894,0.169,41,16.022,14.96,5.9
272,Lubarrietaondo,615,904,Public Transport,True,1633.0,2220.0,3.9405729387500004,20.516666666666666,0.90773412,25.364973725416668,315.2458351,72.6187296,15.0,20.52,0,15.58,4.23,0.7,0.283,0.047,15,10.214,9.885,0.0
273,Lumo,56,901,Public Transport,True,1065.0,1078.0,13.106313271249999,43.46666666666667,0.9184603362500001,57.49144027416667,1048.5050617,73.4768269,17.0,43.47,0,29.98,12.55,0.93,0.837,0.062,16,23.494,22.595,0.0
274,Lutxana-Enekuri,646,903,Public Transport,True,91.0,2064.0,20.12695935875,34.05,,,1610.1567487,,10.0,34.05,1,24.7,6.85,2.5,0.457,0.166,14,12.232,11.609,4.43
275,Magdalena,110,901,Public Transport,True,79384.0,1078.0,2.18977416,64.18333333333334,0.9184603362500001,67.29156782958334,175.1819328,73.4768269,8.0,64.18,0,60.87,2.38,0.93,0.159,0.062,8,40.534,40.313,0.0
276,Malats,19,901,Public Transport,True,1257.0,1078.0,34.51744101875,98.56666666666666,0.9184603362500001,134.00256802166666,2761.3952815,73.4768269,6.0,98.57,0,67.65,29.98,0.93,1.998,0.062,8,45.898,43.838,0.0
277,Mallabia,625,901,Public Transport,True,1421.0,1078.0,3.57888955375,38.23333333333333,0.9184603362500001,42.73068322333333,286.3111643,73.4768269,8.0,38.23,1,34.05,3.25,0.93,0.217,0.062,20,32.911,32.632,0.4
278,Manzaneda de Biáñez,17,902,Public Transport,True,787.0,209.0,9.09673599,82.21666666666667,,,727.7388792,,5.0,82.22,2,74.72,5.92,1.58,0.394,0.106,7,48.305,47.805,8.85
279,Mañaria,376,901,Public Transport,True,1435.0,1078.0,19.59185878625,43.41666666666666,0.9184603362500001,63.92698578916666,1567.3487029,73.4768269,1.0,43.42,1,35.73,6.75,0.93,0.45,0.062,3,26.533,26.02,4.7
280,Markaida,243,904,Public Transport,True,1149.0,2220.0,5.96072077,33.75,0.90773412,40.61845489,476.8576616,72.6187296,4.0,33.75,1,27.68,5.37,0.7,0.358,0.047,15,15.342,14.937,1.15
281,Markina-Xemein,4324,901,Public Transport,True,978.0,1078.0,2.81237456875,49.16666666666666,0.9184603362500001,52.89750157166666,224.9899655,73.4768269,5.0,49.17,0,46.23,2.0,0.93,0.133,0.062,15,41.781,41.585,0.0
282,Markio,28,901,Public Transport,True,1348.0,1005.0,30.16639876375,50.65,1.089115005,81.90551376875,2413.3119011,87.1292004,42.0,50.65,0,33.25,16.3,1.1,1.087,0.074,39,15.038,13.877,0.0
283,Marzana,15,901,Public Transport,True,1470.0,1078.0,3.23317062125,52.06666666666667,0.9184603362500001,56.218297624166674,258.6536497,73.4768269,12.0,52.07,1,49.47,1.67,0.93,0.111,0.062,36,28.711,28.538,16.25
284,Matienzo,52,902,Public Transport,True,758.0,209.0,18.045234215,97.98333333333332,,,1443.6187372,,5.0,97.98,2,81.72,14.68,1.58,0.978,0.106,7,55.591,54.507,8.85
285,Meaka,20,901,Public Transport,True,1165.0,1005.0,27.4707394775,63.15,1.089115005,91.70985448249999,2197.6591582,87.1292004,7.0,63.15,2,42.95,19.1,1.1,1.273,0.074,6,23.487,22.14,4.65
286,Meakaur,20,901,Public Transport,True,1164.0,1005.0,13.818406723749998,47.18333333333333,1.089115005,62.09085506208332,1105.4725379,87.1292004,5.0,47.18,2,43.5,2.58,1.1,0.173,0.074,5,22.716,22.47,4.65
287,Medio,17,901,Public Transport,True,1940.0,1005.0,70.6914548275,131.98333333333332,1.089115005,203.7639031658333,5655.3163862,87.1292004,8.0,131.98,0,76.27,54.62,1.1,3.641,0.074,7,42.247,38.532,0.0
288,Mekoleta,15,901,Public Transport,True,2006.0,1078.0,15.0113392,69.08333333333333,0.9184603362500001,85.01313286958333,1200.907136,73.4768269,5.0,69.08,0,50.98,17.17,0.93,1.144,0.062,8,34.513,33.306,0.0
289,Mendibile,1255,904,Public Transport,True,10.0,2219.0,3.7532633449999997,31.2,0.79330144375,35.74656478875,300.2610676,63.4641155,9.0,31.2,0,27.32,2.95,0.93,0.197,0.062,15,12.098,11.839,0.0
290,Mendieta Ajangiz,132,901,Public Transport,True,2145.0,1078.0,40.571150345,60.18333333333333,0.9184603362500001,101.67294401458334,3245.6920276,73.4768269,6.0,60.18,0,42.62,16.63,0.93,1.109,0.062,8,28.771,27.6,0.0
291,Mendieta Lemoa,36,901,Public Transport,True,1393.0,1078.0,3.8806248862499997,8.783333333333333,0.9184603362500001,13.582418555833332,310.4499909,73.4768269,2.0,8.78,0,6.43,1.42,0.93,0.094,0.062,65,3.712,3.556,0.0
292,Mendraka,48,901,Public Transport,True,1485.0,1078.0,25.062558608750003,79.63333333333334,0.9184603362500001,105.61435227833334,2005.0046887,73.4768269,31.0,79.63,0,52.45,26.25,0.93,1.75,0.062,30,33.111,31.298,0.0
293,Mercadillo,885,903,Public Transport,True,693.0,284.0,1.3182520825,65.43333333333334,,,105.4601666,,18.0,70.55,0,66.8,1.22,2.53,0.082,0.169,18,28.451,28.2,0.0
294,Merika,37,901,Public Transport,True,1258.0,1078.0,47.4519560025,105.76666666666668,0.9184603362500001,154.13708300541668,3796.1564802,73.4768269,6.0,105.77,0,65.22,39.62,0.93,2.641,0.062,8,45.579,42.875,0.0
295,Mesterika,147,904,Public Transport,True,1148.0,2220.0,16.57583952,42.9,0.90773412,60.383573639999994,1326.0671616,72.6187296,4.0,42.9,1,29.43,12.77,0.7,0.851,0.047,15,17.266,16.368,1.15
296,Metxika,56,901,Public Transport,True,1107.0,1078.0,58.044558743749995,89.06666666666666,0.9184603362500001,148.02968574666667,4643.5646995,73.4768269,20.0,89.07,1,42.13,46.0,0.93,3.067,0.062,19,28.261,25.132,6.07
297,Mimetiz,5142,903,Public Transport,True,2311.0,283.0,3.7325069912499997,42.083333333333336,,,298.6005593,,13.0,42.08,0,33.9,4.1,4.08,0.273,0.272,14,25.213,24.668,0.0
298,Moiordin-Barrondo,109,901,Public Transport,True,179.0,1004.0,5.1378323987500005,32.483333333333334,2.95083712375,40.57200285583333,411.0265919,236.0669699,40.0,32.48,0,26.7,3.98,1.8,0.266,0.12,36,11.571,11.185,0.0
299,Molinar,20,902,Public Transport,True,784.0,209.0,12.57429656375,89.93333333333334,,,1005.9437251,,5.0,89.93,2,78.25,10.1,1.58,0.674,0.106,7,51.394,50.614,8.85
300,Monte Ikea,1359,904,Public Transport,True,11.0,2219.0,6.38956185375,31.966666666666665,0.79330144375,39.14952996416667,511.1649483,63.4641155,9.0,31.97,0,26.4,4.63,0.93,0.309,0.062,16,11.831,11.46,0.0
301,Montellano-Acabajo,22,903,Public Transport,True,699.0,284.0,28.307245762500003,58.833333333333336,,,2264.579661,,4.0,63.63,0,47.92,13.18,2.53,0.879,0.169,21,24.058,23.01,0.0
302,Montellano-Las Casas,31,903,Public Transport,True,1744.0,284.0,25.417912426250002,64.05,,,2033.4329941,,4.0,70.07,0,52.08,15.45,2.53,1.03,0.169,21,25.766,24.568,0.0
303,Moreaga,9737,904,Public Transport,True,1593.0,2219.0,5.5993743625,13.883333333333333,0.79330144375,20.276009139583334,447.949949,63.4641155,1.0,13.88,0,7.57,5.38,0.93,0.359,0.062,22,3.161,2.74,0.0
304,Mundaka,1649,901,Public Transport,True,1097.0,1078.0,1.53315276,58.86666666666667,0.9184603362500001,61.31827976291667,122.6522208,73.4768269,18.0,58.87,1,56.57,1.37,0.93,0.091,0.062,17,34.493,34.339,6.07
305,Mungia,12276,904,Public Transport,True,1687.0,2220.0,4.7346659625,22.9,0.90773412,28.5424000825,378.773277,72.6187296,15.0,22.9,0,19.88,2.32,0.7,0.154,0.047,15,12.284,12.084,0.0
306,Munitibar,239,901,Public Transport,True,1262.0,1078.0,0.5887109775,61.1,0.9184603362500001,62.60717131375,47.0968782,73.4768269,6.0,61.1,0,59.82,0.35,0.93,0.023,0.062,8,38.318,38.232,0.0
307,Muntsaratz,1743,901,Public Transport,True,1474.0,1078.0,2.26883874625,45.21666666666667,0.9184603362500001,48.403965749166666,181.5070997,73.4768269,12.0,46.5,0,43.37,2.2,0.93,0.147,0.062,36,25.776,25.568,0.0
308,Murrieta,52,903,Public Transport,True,598.0,284.0,9.07036109,38.23333333333333,,,725.6288872,,7.0,41.75,0,31.02,8.2,2.53,0.547,0.169,38,17.413,16.697,0.0
309,Murtatza,242,901,Public Transport,True,1395.0,1078.0,10.206692887500001,9.7,0.9184603362500001,20.82515322375,816.535431,73.4768269,2.0,9.7,0,2.13,6.63,0.93,0.442,0.062,67,2.107,1.603,0.0
310,Murueta Murueta,115,901,Public Transport,True,1105.0,1078.0,3.228435875,48.03333333333333,0.9184603362500001,52.180229544583334,258.27487,73.4768269,18.0,48.03,1,44.23,2.87,0.93,0.191,0.062,17,27.402,27.148,6.07
311,Murueta Orozko,36,901,Public Transport,True,1562.0,1004.0,7.31653812625,83.1,2.95083712375,93.36737525,585.3230501,236.0669699,20.0,85.18,0,74.48,8.9,1.8,0.593,0.12,23,32.223,31.509,0.0
312,Narea,45,901,Public Transport,True,1257.0,1078.0,18.123524431249997,80.35,0.9184603362500001,99.39198476749999,1449.8819545,73.4768269,6.0,80.35,0,67.65,11.77,0.93,0.784,0.062,8,44.684,43.838,0.0
313,Natxitua,199,901,Public Transport,True,2179.0,1078.0,3.3380104412500002,65.2,0.9184603362500001,69.45647077750002,267.0408353,73.4768269,9.0,65.2,0,60.48,3.78,0.93,0.252,0.062,8,43.037,42.722,0.0
314,Negurigana,1529,904,Public Transport,True,2069.0,2219.0,3.2430164474999996,27.1,0.79330144375,31.136317891250002,259.4413158,63.4641155,12.0,27.1,0,22.43,3.73,0.93,0.249,0.062,22,10.134,9.823,0.0
315,Nocedal,185,903,Public Transport,True,585.0,284.0,5.5632412875,19.716666666666665,,,445.059303,,4.0,19.72,0,16.42,0.77,2.53,0.051,0.169,31,11.591,11.371,0.0
316,Oba,43,901,Public Transport,True,1975.0,1078.0,59.145752077500006,62.43333333333333,0.9184603362500001,122.49754574708334,4731.6601662,73.4768269,10.0,62.43,0,27.47,34.03,0.93,2.269,0.062,15,18.072,15.741,0.0
317,Ocharan de Abajo,68,903,Public Transport,True,672.0,278.0,1.4111312062499999,70.13333333333334,,,112.8904965,,17.0,73.67,1,67.8,1.78,4.08,0.119,0.272,17,28.11,27.72,12.52
318,Olabarri,559,901,Public Transport,True,1660.0,1078.0,6.550196314999999,22.4,0.9184603362500001,29.86865665125,524.0157052,73.4768269,44.0,22.4,0,15.88,5.58,0.93,0.372,0.062,42,11.07,10.636,0.0
319,Olarra,36,901,Public Transport,True,75582.0,1078.0,2.31100109,21.55,0.9184603362500001,24.779461426250002,184.8800872,73.4768269,29.0,21.55,0,19.52,1.1,0.93,0.074,0.062,29,13.052,12.916,0.0
320,Olazabal,69,901,Public Transport,True,1973.0,1078.0,12.42236861625,34.53333333333333,0.9184603362500001,47.87416228583333,993.7894893,73.4768269,15.0,34.53,0,24.37,9.23,0.93,0.615,0.062,15,14.803,14.126,0.0
321,Ollargan,537,901,Public Transport,True,168.0,1005.0,22.34110168,31.7,1.089115005,55.13021668499999,1787.2881344,87.1292004,105.0,33.98,0,18.95,13.23,1.8,0.883,0.12,97,11.716,10.713,0.0
322,Ondarroa,8139,901,Public Transport,True,1713.0,1078.0,8.50794900375,73.45,0.9184603362500001,82.87640934000001,680.6359203,73.4768269,5.0,73.45,0,67.8,4.72,0.93,0.315,0.062,15,55.38,55.003,0.0
323,Ondiz,2005,904,Public Transport,True,12.0,2219.0,8.759792421250001,34.43333333333333,0.79330144375,43.98642719833334,700.7833937,63.4641155,10.0,34.43,0,25.38,8.12,0.93,0.541,0.062,18,11.646,11.043,0.0
324,Oñarte,35,901,Public Transport,True,1707.0,1078.0,16.79826021125,33.483333333333334,0.9184603362500001,51.20005388083333,1343.8608169,73.4768269,2.0,33.48,1,24.63,7.92,0.93,0.528,0.062,4,13.952,13.362,3.88
325,Orozketa,42,901,Public Transport,True,1415.0,1078.0,51.402512128750004,40.56666666666667,0.9184603362500001,92.88763913166667,4112.2009703,73.4768269,38.0,48.32,0,24.13,23.25,0.93,1.55,0.062,40,19.654,18.041,0.0
326,Ortuella,7457,903,Public Transport,True,817.0,284.0,3.3068263350000002,18.633333333333333,,,264.5461068,,4.0,18.63,0,13.43,2.67,2.53,0.178,0.169,31,9.722,9.376,0.0
327,Otxandio,1265,901,Public Transport,True,2004.0,1078.0,2.2109725837500003,48.11666666666667,0.9184603362500001,51.246099586666666,176.8778067,73.4768269,10.0,48.12,0,45.13,2.05,0.93,0.136,0.062,15,30.051,29.852,0.0
328,Otzerinmendi,22,901,Public Transport,True,1520.0,1078.0,16.06527524,37.78333333333333,0.9184603362500001,54.76706890958333,1285.2220192,73.4768269,32.0,37.78,0,27.9,8.95,0.93,0.596,0.062,32,20.764,20.105,0.0
329,Pando Karrantza,44,902,Public Transport,True,786.0,209.0,75.11803577875,134.01666666666668,,,6009.4428623,,5.0,134.02,2,76.53,55.9,1.58,3.727,0.106,7,53.055,49.222,8.85
330,Pando Trucios,120,902,Public Transport,True,2185.0,209.0,5.62056440875,85.1,,,449.6451527,,1.0,85.1,3,78.85,4.67,1.58,0.312,0.106,2,41.874,41.456,19.78
331,Pandozales,34,903,Public Transport,True,1781.0,283.0,27.66585853625,78.23333333333333,,,2213.2686829,,13.0,78.23,0,50.37,23.78,4.08,1.586,0.272,15,38.029,36.172,0.0
332,Parkotxa-Barrionuevo,44,903,Public Transport,True,363.0,284.0,36.529365765,42.23333333333333,,,2922.3492612,,54.0,42.73,1,18.15,22.05,2.53,1.47,0.169,60,8.819,7.181,1.28
333,Paúles,28,902,Public Transport,True,789.0,209.0,39.604691904999996,99.2,,,3168.3753524,,5.0,99.2,2,73.18,24.43,1.58,1.629,0.106,7,48.343,46.608,8.85
334,Peruri,110,904,Public Transport,True,2070.0,2219.0,13.5437570425,32.43333333333333,0.79330144375,46.77039181958333,1083.5005634,63.4641155,12.0,32.43,0,21.78,9.72,0.93,0.647,0.062,22,10.261,9.551,0.0
335,Pinueta,1955,904,Public Transport,True,41.0,2219.0,6.62388574,29.35,0.79330144375,36.76718718375,529.9108592,63.4641155,9.0,29.35,0,24.15,4.27,0.93,0.284,0.062,15,10.875,10.529,0.0
336,Plaza,523,901,Public Transport,True,1520.0,1078.0,2.70096226375,29.916666666666668,0.9184603362500001,33.53608926666667,216.0769811,73.4768269,31.0,29.92,0,27.9,1.08,0.93,0.073,0.062,31,20.24,20.105,0.0
337,Plentzia,2684,904,Public Transport,True,2131.0,1648.0,8.0921940925,20.05,6.839990448749999,34.98218454125,647.3755274,547.1992359,1.0,20.05,0,7.0,7.02,6.03,0.467,0.402,6,5.867,4.998,0.0
338,Pobeña,184,903,Public Transport,True,711.0,283.0,0.95776267875,53.05,,,76.6210143,,51.0,53.05,1,48.2,0.77,4.08,0.052,0.272,42,20.022,19.699,3.65
339,Poblado Julio Arteche,444,903,Public Transport,True,475.0,2064.0,13.662669382499999,33.166666666666664,,,1093.0135506,,15.0,33.17,0,17.92,12.75,2.5,0.85,0.166,13,12.366,11.35,0.0
340,Portugalete,44885,903,Public Transport,True,232.0,245.0,3.7976397349999997,22.016666666666666,,,303.8111788,,84.0,22.02,0,14.27,3.18,4.57,0.213,0.304,83,7.385,6.868,0.0
341,Poza,18,901,Public Transport,True,1937.0,1005.0,58.1682019,117.71666666666668,1.089115005,176.97398357166668,4653.456152,87.1292004,8.0,117.72,0,80.77,35.85,1.1,2.39,0.074,7,43.503,41.04,0.0
342,Pozueta,396,901,Public Transport,True,1392.0,1078.0,4.4314362425,13.25,0.9184603362500001,18.59989657875,354.5148994,73.4768269,2.0,13.25,0,7.45,4.87,0.93,0.324,0.062,65,4.792,4.405,0.0
343,Presa,46,902,Public Transport,True,773.0,209.0,31.12013108625,116.53333333333332,,,2489.6104869,,5.0,116.53,2,86.02,28.93,1.58,1.929,0.106,7,61.328,59.293,8.85
344,Putxeta,195,903,Public Transport,True,598.0,284.0,6.804665875,34.083333333333336,,,544.37327,,7.0,37.55,0,31.02,4.0,2.53,0.267,0.169,38,17.133,16.697,0.0
345,Ranero,24,902,Public Transport,True,784.0,209.0,61.15906875375,122.23333333333332,,,4892.7255003,,5.0,122.23,2,78.25,42.4,1.58,2.827,0.106,7,53.547,50.614,8.85
346,Sabino Arana,478,901,Public Transport,True,1660.0,1078.0,2.8947518175,19.0,0.9184603362500001,22.81321215375,231.5801454,73.4768269,43.0,19.0,0,15.88,2.18,0.93,0.145,0.062,41,10.844,10.636,0.0
347,Sakoneta,254,904,Public Transport,True,11.0,2219.0,7.4102863462499995,33.416666666666664,0.79330144375,41.620254456666665,592.8229077,63.4641155,9.0,33.42,0,26.4,6.08,0.93,0.405,0.062,17,11.927,11.46,0.0
348,Saldarian,55,901,Public Transport,True,1346.0,1005.0,35.56636385375,50.85,1.089115005,87.50547885875,2845.3091083,87.1292004,42.0,50.85,0,35.38,14.37,1.1,0.958,0.074,39,16.095,15.063,0.0
349,Salud e Higiene,72,901,Public Transport,True,180.0,1004.0,3.34861802,28.133333333333333,2.95083712375,34.432788477083335,267.8894416,236.0669699,43.0,28.13,0,24.68,1.65,1.8,0.11,0.12,40,10.86,10.63,0.0
350,San Agustin,41,901,Public Transport,True,1486.0,1078.0,1.87799833,53.1,0.9184603362500001,55.89645866625,150.2398664,73.4768269,31.0,53.1,0,50.38,1.78,0.93,0.118,0.062,30,30.373,30.193,0.0
351,San Bartolome,242,904,Public Transport,True,2070.0,2219.0,3.6375088750000004,27.183333333333334,0.79330144375,31.614143652083335,291.00071,63.4641155,12.0,27.18,0,21.78,4.47,0.93,0.298,0.062,22,9.912,9.551,0.0
352,San Cipriano,7,902,Public Transport,True,766.0,209.0,1.1091658125000001,87.38333333333334,,,88.733265,,5.0,87.38,2,85.32,0.48,1.58,0.032,0.106,7,58.65,58.512,8.85
353,San Esteban,131,902,Public Transport,True,780.0,209.0,31.96520363875,98.01666666666668,,,2557.2162911,,5.0,98.02,2,80.58,15.85,1.58,1.057,0.106,7,54.414,53.251,8.85
354,San Esteban Derio,1850,903,Public Transport,True,511.0,2064.0,5.31971247375,30.85,,,425.5769979,,15.0,30.85,0,24.22,4.13,2.5,0.276,0.166,13,15.545,15.103,0.0
355,San Esteban Galdames,36,903,Public Transport,True,1785.0,284.0,19.12040294125,62.73333333333333,,,1529.6322353,,2.0,66.1,1,52.32,9.7,4.08,0.646,0.272,9,23.849,22.932,0.3
356,San Inazio,43,901,Public Transport,True,1391.0,1078.0,5.910851435,15.6,0.9184603362500001,22.42931177125,472.8681148,73.4768269,61.0,15.6,0,8.77,5.9,0.93,0.393,0.062,64,5.512,5.057,0.0
357,San Juan Atxondo,54,901,Public Transport,True,1468.0,1078.0,0.45552948125,53.48333333333333,0.9184603362500001,54.857323150833324,36.4423585,73.4768269,4.0,53.48,1,51.8,0.75,0.93,0.05,0.062,14,29.899,29.787,16.25
358,San Juan de Muskiz,6038,903,Public Transport,True,554.0,284.0,6.6920953025,37.1,,,535.3676242,,3.0,42.22,0,39.55,0.13,2.53,0.009,0.169,28,19.78,19.603,0.0
359,San Juan Igorre,299,901,Public Transport,True,1660.0,1078.0,10.912502790000001,26.35,0.9184603362500001,38.18096312625,873.0002232,73.4768269,45.0,26.35,0,15.88,9.53,0.93,0.635,0.062,43,11.334,10.636,0.0
360,San Juan Leioa,399,904,Public Transport,True,10.0,2219.0,4.16577886125,30.466666666666665,0.79330144375,35.42574697166667,333.2623089,63.4641155,9.0,30.47,0,27.32,2.22,0.93,0.148,0.062,15,12.05,11.839,0.0
361,San Juan Ubide,44,901,Public Transport,True,79384.0,1078.0,4.7783706725,64.68333333333334,0.9184603362500001,70.38016434208335,382.2696538,73.4768269,8.0,64.68,0,60.87,2.88,0.93,0.192,0.062,8,40.568,40.313,0.0
