Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Numero_Transbordos,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Distancia_Viaje_Original_Km,Verificacion_Tiempo_Total,Verificacion_Distancia_Total_Km
217,31.0,905,True,2181,2236,28.82970339875,0.63,2306.3762719,42.0,Calculado,Mapeado,173.00970339875,143.55,75.70337627190001,73.355,2.0,39.55,10.0,16.82,0.63,1.121,0.042,161.0,74.518,173.00970339875,75.70337627190001
218,769.0,905,True,11,2236,3.0498262887500003,0.63,243.9861031,42.0,Calculado,Mapeado,28.80982628875,25.13,4.5679861031,4.282,1.0,15.37,13.0,2.72,0.63,0.181,0.042,28.48,4.505,28.80982628875,4.5679861031
219,38.0,905,True,1390,2236,13.005274505,0.63,1040.4219604,42.0,Calculado,Mapeado,104.45527450499999,90.82,53.802421960400004,52.72,2.0,33.92,20.0,7.45,0.63,0.496,0.042,98.9,53.258,104.45527450499999,53.802421960400004
220,2874.0,905,True,1376,2236,2.97634227125,0.63,238.1073817,42.0,Calculado,Mapeado,74.17634227125,70.57,38.9631073817,38.683,1.0,33.55,6.0,2.75,0.63,0.183,0.042,73.95,38.908,74.17634227125,38.9631073817
221,101.0,905,True,1432,2236,1.19522312625,0.63,95.6178501,42.0,Calculado,Mapeado,94.69522312625,92.87,42.8006178501,42.663,2.0,38.5,2.0,1.43,0.63,0.096,0.042,94.93,42.801,94.69522312625,42.8006178501
222,143.0,905,True,1394,2236,8.94999037125,9.87,715.9992297,658.0,Calculado,Mapeado,92.58999037125,73.77,30.4819992297,29.108,2.0,8.15,19.0,7.02,9.87,0.468,0.658,90.65,30.234,92.58999037125,30.4819992297
223,61.0,905,True,1066,2236,15.9962692125,0.63,1279.701537,42.0,Calculado,Mapeado,85.8262692125,69.2,43.289701537000006,41.968,1.0,20.82,7.0,15.63,0.63,1.042,0.042,85.47,43.051,85.8262692125,43.289701537000006
224,78.0,905,True,754,2236,15.48495659375,0.63,1238.7965275,42.0,Calculado,Mapeado,111.96495659374999,95.85,42.090796527500004,40.81,3.0,30.53,27.0,5.85,0.63,0.39,0.042,102.33,41.242,111.96495659374999,42.090796527500004
225,206.0,905,True,1062,2236,5.0359956675,0.63,402.8796534,42.0,Calculado,Mapeado,104.98599566749999,99.32,48.6078796534,48.163,2.0,41.47,6.0,5.45,0.63,0.363,0.042,105.4,48.568,104.98599566749999,48.6078796534
226,945.0,905,True,177,2236,15.229274792499998,9.87,1218.3419834,658.0,Calculado,Mapeado,94.4292747925,69.33,28.5883419834,26.712,2.0,4.68,10.0,3.83,9.87,0.256,0.658,83.03,27.625,94.4292747925,28.5883419834
227,5717.0,905,True,164,2236,8.654421723750001,0.63,692.3537379,42.0,Calculado,Mapeado,51.334421723750005,42.05,17.0093537379,16.275,3.0,16.47,19.0,8.37,0.63,0.558,0.042,51.05,16.875,51.334421723750005,17.0093537379
228,21062.0,905,True,1359,2236,8.537400592500001,0.63,682.9920474,42.0,Calculado,Mapeado,60.8374005925,51.67,21.0479920474,20.323,3.0,16.47,21.0,6.23,0.63,0.416,0.042,58.53,20.78,60.8374005925,21.0479920474
229,43.0,905,True,220863,2236,15.35883994125,0.63,1228.7071953,42.0,Calculado,Mapeado,160.00883994125002,144.02,78.3157071953,77.045,2.0,41.47,13.0,15.0,0.63,1.0,0.042,159.65,78.087,160.00883994125002,78.3157071953
230,49.0,905,True,1742,2236,0.8313167512499999,0.63,66.5053401,42.0,Calculado,Mapeado,116.43131675125,114.97,51.3705053401,51.262,3.0,23.22,9.0,1.18,0.63,0.079,0.042,116.78,51.383,116.43131675125,51.3705053401
231,445.0,905,True,60417,2236,1.9791002,0.63,158.328016,42.0,Calculado,Mapeado,110.4891002,107.88,44.293328016000004,44.093,3.0,30.28,14.0,1.68,0.63,0.112,0.042,110.2,44.246,110.4891002,44.293328016000004
232,340.0,905,True,556,2236,4.550065765,0.63,364.0052612,42.0,Calculado,Mapeado,107.010065765,101.83,32.4100052612,32.004,2.0,27.15,25.0,3.58,0.63,0.238,0.042,106.05,32.285,107.010065765,32.4100052612
233,76.0,905,True,581,2236,15.1489483775,0.63,1211.9158702,42.0,Calculado,Mapeado,93.5089483775,77.73,41.58791587020001,40.334,2.0,7.85,28.0,11.12,0.63,0.741,0.042,89.48,41.117,93.5089483775,41.58791587020001
234,878.0,905,True,696,2236,4.3541858,0.63,348.334864,42.0,Calculado,Mapeado,100.53418579999999,95.55,49.828334864000006,49.438,3.0,14.65,12.0,1.15,0.63,0.076,0.042,97.33,49.556,100.53418579999999,49.828334864000006
235,14.0,905,True,758,2236,60.49891498875,0.63,4839.9131991,42.0,Calculado,Mapeado,219.20891498875,158.08,76.5759131991,71.694,4.0,60.43,7.0,35.07,0.63,2.338,0.042,193.78,74.074,219.20891498875,76.5759131991
236,14.0,905,True,772,2236,96.88568806375,0.63,7750.8550451,42.0,Calculado,Mapeado,262.13568806374997,164.62,86.7548550451,78.962,4.0,60.43,7.0,86.43,0.63,5.762,0.042,251.68,84.766,262.13568806374997,86.7548550451
237,2186.0,905,True,2050,2236,12.81511091125,0.63,1025.2088729,42.0,Calculado,Mapeado,39.06511091125,25.62,12.3912088729,11.324,2.0,1.83,17.0,9.17,0.63,0.611,0.042,35.42,11.976,39.06511091125,12.3912088729
238,305.0,905,True,559,2236,2.13322408125,0.63,170.6579265,42.0,Calculado,Mapeado,99.19322408125001,96.43,41.5416579265,41.329,3.0,30.53,27.0,1.82,0.63,0.121,0.042,98.88,41.492,99.19322408125001,41.5416579265
239,16.0,905,True,581,2236,14.644981114999998,0.63,1171.5984892,42.0,Calculado,Mapeado,93.00498111499999,77.73,41.547598489200006,40.334,2.0,7.85,27.0,7.83,0.63,0.523,0.042,86.2,40.899,93.00498111499999,41.547598489200006
240,317.0,905,True,2305,2236,0.75251485875,0.63,60.2011887,42.0,Calculado,Mapeado,149.85251485875,148.47,58.1942011887,58.092,5.0,64.52,1.0,0.95,0.63,0.063,0.042,150.05,58.197,149.85251485875,58.1942011887
241,28.0,905,True,369,2236,24.46435107625,0.63,1957.1480861,42.0,Calculado,Mapeado,89.49435107625,64.4,17.2751480861,15.276,2.0,27.15,25.0,16.9,0.63,1.127,0.042,81.93,16.445,89.49435107625,17.2751480861
242,255.0,905,True,886,2236,3.58456956625,0.63,286.7655653,42.0,Calculado,Mapeado,83.04456956624999,78.83,30.099765565300004,29.771,3.0,28.03,13.0,2.18,0.63,0.145,0.042,81.65,29.958,83.04456956624999,30.099765565300004
243,55.0,905,True,750,2236,11.27452581875,0.63,901.9620655,42.0,Calculado,Mapeado,167.88452581874998,155.98,70.3029620655,69.359,4.0,60.43,7.0,11.33,0.63,0.756,0.042,167.95,70.156,167.88452581874998,70.3029620655
244,43.0,905,True,726,2236,51.0823898325,0.63,4086.5911866,42.0,Calculado,Mapeado,274.0123898325,222.3,60.1605911866,56.032,5.0,138.17,5.0,36.58,0.63,2.439,0.042,259.52,58.513,274.0123898325,60.1605911866
245,2905.0,905,True,2050,2236,5.39681819625,0.63,431.7454557,42.0,Calculado,Mapeado,31.64681819625,25.62,11.7977454557,11.324,2.0,1.83,10.0,5.47,0.63,0.365,0.042,31.72,11.731,31.64681819625,11.7977454557
246,76.0,905,True,2256,2236,34.98947022625,0.63,2799.1576181,42.0,Calculado,Mapeado,146.74947022625,111.13,52.5701576181,49.729,2.0,14.78,19.0,13.75,0.63,0.916,0.042,125.52,50.687,146.74947022625,52.5701576181
247,1025.0,905,True,180,17,2.7707400975,9.87,221.6592078,658.0,Calculado,Mapeado,78.1607400975,65.52,26.0656592078,25.186,2.0,4.68,10.0,2.75,9.87,0.183,0.658,78.13,26.027,78.1607400975,26.0656592078
248,3543.0,905,True,2219,17,3.2191311462500005,9.87,257.5304917,658.0,Calculado,Mapeado,37.78913114625,24.7,14.2615304917,13.346,1.0,0.53,7.0,2.83,9.87,0.189,0.658,37.4,14.194,37.78913114625,14.2615304917
249,935.0,905,True,37,2236,6.2143742062500005,0.63,497.1499365,42.0,Calculado,Mapeado,37.46437420625001,30.62,6.030149936499999,5.491,1.0,15.37,14.0,5.02,0.63,0.335,0.042,36.27,5.868,37.46437420625001,6.030149936499999
250,119.0,905,True,1109,2236,1.1631296575,0.63,93.0503726,42.0,Calculado,Mapeado,78.61312965749998,76.82,44.2650503726,44.13,2.0,25.4,7.0,1.07,0.63,0.071,0.042,78.52,44.243,78.61312965749998,44.2650503726
251,223.0,905,True,770,2236,1.9381820225,0.63,155.0545618,42.0,Calculado,Mapeado,169.5881820225,167.02,81.6820545618,81.485,4.0,60.43,7.0,1.57,0.63,0.105,0.042,169.22,81.632,169.5881820225,81.6820545618
252,66.0,905,True,780,2236,81.61797723,0.63,6529.4381784,42.0,Calculado,Mapeado,239.19797723,156.95,77.0094381784,70.438,4.0,60.43,7.0,67.75,0.63,4.517,0.042,225.33,74.997,239.19797723,77.0094381784
253,17.0,905,True,1250,2236,1.6885911475,0.63,135.0872918,42.0,Calculado,Mapeado,139.6385911475,137.32,70.30308729180001,70.126,2.0,39.55,4.0,1.35,0.63,0.09,0.042,139.3,70.258,139.6385911475,70.30308729180001
254,35.0,905,True,1536,17,11.2300444925,9.87,898.4035594,658.0,Calculado,Mapeado,101.8700444925,80.77,33.9084035594,32.352,2.0,8.15,19.0,3.47,9.87,0.231,0.658,94.1,33.241,101.8700444925,33.9084035594
255,162.0,905,True,1148,17,1.164973315,9.87,93.1978652,658.0,Calculado,Mapeado,51.134973314999996,40.1,22.9511978652,22.2,1.0,3.58,8.0,0.95,9.87,0.064,0.658,50.92,22.921,51.134973314999996,22.9511978652
256,210.0,905,True,366,2236,35.3605262675,0.63,2828.8421014,42.0,Calculado,Mapeado,122.01052626749998,86.02,18.7608421014,15.89,3.0,46.78,26.0,18.37,0.63,1.225,0.042,105.02,17.157,122.01052626749998,18.7608421014
257,42.0,905,True,750,2236,18.00254150875,0.63,1440.2033207,42.0,Calculado,Mapeado,174.61254150874998,155.98,70.84120332069999,69.359,4.0,60.43,7.0,19.73,0.63,1.316,0.042,176.35,70.716,174.61254150874998,70.84120332069999
258,21.0,905,True,612,2236,18.6038052,0.63,1488.304416,42.0,Calculado,Mapeado,100.4138052,81.18,23.560304416,22.03,2.0,27.15,26.0,19.6,0.63,1.307,0.042,101.42,23.379,100.4138052,23.560304416
259,1978.0,905,True,580,2236,2.27586751375,0.63,182.0694011,42.0,Calculado,Mapeado,82.42586751374999,79.52,41.1340694011,40.91,2.0,7.85,28.0,1.8,0.63,0.12,0.042,81.95,41.071,82.42586751374999,41.1340694011
260,43.0,905,True,662,2236,30.598410175,0.63,2447.872814,42.0,Calculado,Mapeado,128.178410175,96.95,52.919872814,50.43,3.0,14.65,11.0,21.22,0.63,1.415,0.042,118.8,51.886,128.178410175,52.919872814
261,95.0,905,True,697,2236,8.937578621250001,0.63,715.0062897,42.0,Calculado,Mapeado,103.74757862125,94.18,49.4670062897,48.71,3.0,14.65,12.0,6.7,0.63,0.447,0.042,101.52,49.198,103.74757862125,49.4670062897
262,35.0,905,True,2181,2236,20.5403214725,0.63,1643.2257178,42.0,Calculado,Mapeado,164.72032147250002,143.55,75.04022571780001,73.355,2.0,39.55,10.0,12.62,0.63,0.841,0.042,156.8,74.238,164.72032147250002,75.04022571780001
263,455.0,905,True,975,2236,25.12728121125,0.63,2010.1824969,42.0,Calculado,Mapeado,65.00728121124999,39.25,16.294182496900003,14.242,3.0,16.47,19.0,7.28,0.63,0.486,0.042,47.17,14.77,65.00728121124999,16.294182496900003
264,7180.0,905,True,220863,2236,12.0961294175,0.63,967.6903534,42.0,Calculado,Mapeado,156.74612941750001,144.02,78.0546903534,77.045,2.0,41.47,11.0,9.97,0.63,0.665,0.042,154.62,77.751,156.74612941750001,78.0546903534
265,29.0,905,True,1258,2236,38.08224581125,0.63,3046.5796649,42.0,Calculado,Mapeado,161.86224581125,123.15,65.8395796649,62.751,2.0,39.55,6.0,29.23,0.63,1.949,0.042,153.02,64.743,161.86224581125,65.8395796649
266,90.0,905,True,1390,2236,5.643403185,0.63,451.4722548,42.0,Calculado,Mapeado,97.09340318499999,90.82,53.2134722548,52.72,2.0,33.92,20.0,6.77,0.63,0.451,0.042,98.22,53.213,97.09340318499999,53.2134722548
267,5.0,905,True,1937,17,76.1159091625,9.87,6089.272733,658.0,Calculado,Mapeado,235.4059091625,149.42,62.114272733,55.367,3.0,34.9,6.0,56.15,9.87,3.743,0.658,215.43,59.769,235.4059091625,62.114272733
268,124.0,905,True,113359,2236,2.86827223875,0.63,229.4617791,42.0,Calculado,Mapeado,99.42827223875,95.93,50.3824617791,50.111,3.0,14.22,4.0,2.83,0.63,0.188,0.042,99.4,50.341,99.42827223875,50.3824617791
269,91.0,905,True,1785,2236,19.92350202875,0.63,1593.8801623,42.0,Calculado,Mapeado,132.63350202875,112.08,51.669880162300004,50.034,3.0,23.22,9.0,11.1,0.63,0.74,0.042,123.82,50.817,132.63350202875,51.669880162300004
270,101.0,905,True,1271,2236,1.4552926362499998,0.63,116.4234109,42.0,Calculado,Mapeado,101.20529263625,99.12,49.1064234109,48.948,2.0,39.55,4.0,1.5,0.63,0.1,0.042,101.25,49.09,101.20529263625,49.1064234109
271,50.0,905,True,620,2236,29.004948,0.63,2320.39584,42.0,Calculado,Mapeado,110.804948,81.17,42.79439584000001,40.432,3.0,9.43,27.0,13.42,0.63,0.894,0.042,95.22,41.368,110.804948,42.79439584000001
272,615.0,905,True,1652,2236,3.89054942875,0.63,311.2439543,42.0,Calculado,Mapeado,74.52054942875,70.0,36.6972439543,36.344,3.0,9.72,12.0,4.23,0.63,0.283,0.042,74.87,36.668,74.52054942875,36.6972439543
273,56.0,905,True,1066,2236,16.23184580625,0.63,1298.5476645,42.0,Calculado,Mapeado,86.06184580625,69.2,43.308547664500004,41.968,1.0,20.82,7.0,14.18,0.63,0.945,0.042,84.02,42.955,86.06184580625,43.308547664500004
274,646.0,905,True,89,2236,17.211300712499998,0.63,1376.904057,42.0,Calculado,Mapeado,42.3413007125,24.5,15.394904057,13.976,0.0,0.0,18.0,6.77,0.63,0.452,0.042,31.9,14.47,42.3413007125,15.394904057
275,110.0,905,True,79384,2236,2.18977416,0.63,175.1819328,42.0,Calculado,Mapeado,152.21977416000001,149.4,64.5831819328,64.366,3.0,46.22,7.0,2.38,0.63,0.159,0.042,152.42,64.567,152.21977416000001,64.5831819328
276,19.0,905,True,1257,2236,34.51744101875,0.63,2761.3952815,42.0,Calculado,Mapeado,160.14744101875,125.0,66.5173952815,63.714,2.0,39.55,6.0,29.98,0.63,1.998,0.042,155.62,65.754,160.14744101875,66.5173952815
277,625.0,905,True,1421,2236,3.57888955375,0.63,286.3111643,42.0,Calculado,Mapeado,96.20888955375,92.0,52.203311164300004,51.875,1.0,33.55,6.0,3.25,0.63,0.217,0.042,95.88,52.133,96.20888955375,52.203311164300004
278,17.0,905,True,787,2236,9.09673599,0.63,727.7388792,42.0,Calculado,Mapeado,160.80673599000002,151.08,65.76173887920001,64.992,4.0,60.43,7.0,5.92,0.63,0.394,0.042,157.63,65.428,160.80673599000002,65.76173887920001
279,376.0,905,True,1435,2236,19.59185878625,0.63,1567.3487029,42.0,Calculado,Mapeado,117.62185878625,97.4,46.8723487029,45.263,2.0,38.5,2.0,6.75,0.63,0.45,0.042,104.78,45.755,117.62185878625,46.8723487029
280,243.0,905,True,1149,17,5.96072077,9.87,476.8576616,658.0,Calculado,Mapeado,53.30072077,37.47,21.902857661600002,20.768,1.0,3.58,8.0,5.37,9.87,0.358,0.658,52.7,21.784,53.30072077,21.902857661600002
281,4324.0,905,True,978,2236,2.81237456875,0.63,224.9899655,42.0,Calculado,Mapeado,111.21237456875,107.77,61.0939899655,60.827,2.0,35.77,7.0,2.0,0.63,0.133,0.042,110.4,61.003,111.21237456875,61.0939899655
282,28.0,905,True,1348,17,30.16639876375,9.87,2413.3119011,658.0,Calculado,Mapeado,111.88639876375,71.85,31.276311901099998,28.205,3.0,5.88,17.0,16.3,9.87,1.087,0.658,98.02,29.95,111.88639876375,31.276311901099998
283,15.0,905,True,1479,2236,16.3716302925,0.63,1309.7304234,42.0,Calculado,Mapeado,101.63163029249999,84.63,48.0077304234,46.656,3.0,25.93,12.0,15.33,0.63,1.023,0.042,100.6,47.721,101.63163029249999,48.0077304234
284,52.0,905,True,758,2236,18.045234215,0.63,1443.6187372,42.0,Calculado,Mapeado,176.755234215,158.08,73.1796187372,71.694,4.0,60.43,7.0,14.68,0.63,0.978,0.042,173.4,72.715,176.755234215,73.1796187372
285,20.0,905,True,1184,2236,27.26705162625,0.63,2181.3641301,42.0,Calculado,Mapeado,136.46705162625,108.57,39.4193641301,37.196,2.0,30.37,9.0,19.1,0.63,1.273,0.042,128.3,38.511,136.46705162625,39.4193641301
286,20.0,905,True,1185,2236,13.727422798750002,0.63,1098.1938239,42.0,Calculado,Mapeado,122.08742279875,107.73,38.0301938239,36.89,2.0,30.37,7.0,2.58,0.63,0.173,0.042,110.95,37.104,122.08742279875,38.0301938239
287,17.0,905,True,1940,17,70.6914548275,9.87,5655.3163862,658.0,Calculado,Mapeado,225.4814548275,144.92,59.1733163862,52.86,3.0,34.9,6.0,54.62,9.87,3.641,0.658,209.4,57.159,225.4814548275,59.1733163862
288,15.0,905,True,2006,2236,15.0113392,0.63,1200.907136,42.0,Calculado,Mapeado,155.3713392,139.73,58.601907136,57.359,3.0,46.22,7.0,17.17,0.63,1.144,0.042,157.53,58.545,155.3713392,58.601907136
289,1255.0,905,True,11,2236,8.479972666250001,0.63,678.3978133,42.0,Calculado,Mapeado,34.239972666250004,25.13,5.0023978133,4.282,1.0,15.37,13.0,8.05,0.63,0.537,0.042,33.82,4.86,34.239972666250004,5.0023978133
290,132.0,905,True,2145,2236,40.571150345,0.63,3245.6920276,42.0,Calculado,Mapeado,137.72115034499998,96.52,50.7636920276,47.476,2.0,39.55,4.0,16.63,0.63,1.109,0.042,113.78,48.627,137.72115034499998,50.7636920276
291,36.0,905,True,1393,2236,3.88062488625,9.87,310.4499909,658.0,Calculado,Mapeado,89.78062488625001,76.03,31.100449990900003,30.132,2.0,8.15,19.0,1.42,9.87,0.094,0.658,87.32,30.884,89.78062488625001,31.100449990900003
292,48.0,905,True,1485,2236,25.062558608750003,0.63,2005.0046887,42.0,Calculado,Mapeado,115.79255860875,90.1,51.9370046887,49.89,3.0,25.93,15.0,26.25,0.63,1.75,0.042,116.98,51.682,115.79255860875,51.9370046887
293,885.0,905,True,693,2236,1.3182520825,0.63,105.4601666,42.0,Calculado,Mapeado,102.69825208249999,100.75,53.0684601666,52.921,3.0,14.65,12.0,1.22,0.63,0.082,0.042,102.6,53.044,102.69825208249999,53.0684601666
294,37.0,905,True,1258,2236,47.4519560025,0.63,3796.1564802,42.0,Calculado,Mapeado,171.2319560025,123.15,66.5891564802,62.751,2.0,39.55,7.0,39.62,0.63,2.641,0.042,163.4,65.434,171.2319560025,66.5891564802
295,147.0,905,True,1148,17,16.57583952,9.87,1326.0671616,658.0,Calculado,Mapeado,66.54583952,40.1,24.1840671616,22.2,1.0,3.58,10.0,12.77,9.87,0.851,0.658,62.73,23.709,66.54583952,24.1840671616
296,56.0,905,True,1107,2236,58.04455874375,0.63,4643.5646995,42.0,Calculado,Mapeado,137.12455874375001,78.45,49.8005646995,45.115,2.0,25.4,13.0,46.0,0.63,3.067,0.042,125.08,48.224,137.12455874375001,49.8005646995
297,5142.0,905,True,683,2236,6.45896384375,0.63,516.7171075,42.0,Calculado,Mapeado,95.16896384374999,88.08,38.6637171075,38.105,4.0,26.47,14.0,4.52,0.63,0.302,0.042,93.23,38.448,95.16896384374999,38.6637171075
298,109.0,905,True,179,17,5.1378323987500005,9.87,411.0265919,658.0,Calculado,Mapeado,81.90783239875002,66.9,26.8100265919,25.741,2.0,4.68,7.0,3.98,9.87,0.266,0.658,80.75,26.665,81.90783239875002,26.8100265919
299,20.0,905,True,784,2236,12.57429656375,0.63,1005.9437251,42.0,Calculado,Mapeado,167.82429656375,154.62,68.8489437251,67.801,4.0,60.43,7.0,10.1,0.63,0.674,0.042,165.35,68.517,167.82429656375,68.8489437251
300,1359.0,905,True,11,2236,6.38956185375,0.63,511.1649483,42.0,Calculado,Mapeado,32.14956185375,25.13,4.8351649483,4.282,1.0,15.37,13.0,4.63,0.63,0.309,0.042,30.4,4.633,32.14956185375,4.8351649483
301,22.0,905,True,699,2236,28.307245762500003,0.63,2264.579661,42.0,Calculado,Mapeado,117.6872457625,88.75,48.175579661,45.869,3.0,14.65,17.0,13.18,0.63,0.879,0.042,102.57,46.789,117.6872457625,48.175579661
302,31.0,905,True,698,2236,25.48315457625,0.63,2038.6523661,42.0,Calculado,Mapeado,117.84315457625,91.73,49.506652366100006,47.426,3.0,14.65,17.0,15.45,0.63,1.03,0.042,107.82,48.498,117.84315457625,49.506652366100006
303,9737.0,905,True,1593,17,5.5993743625,9.87,447.949949,658.0,Calculado,Mapeado,47.7393743625,32.27,17.192949949000003,16.087,1.0,0.53,7.0,5.38,9.87,0.359,0.658,47.52,17.104,47.7393743625,17.192949949000003
304,1649.0,905,True,1097,2236,1.53315276,0.63,122.6522208,42.0,Calculado,Mapeado,94.44315275999999,92.28,54.4876522208,54.323,2.0,25.4,18.0,1.37,0.63,0.091,0.042,94.28,54.456,94.44315275999999,54.4876522208
305,12276.0,905,True,2221,17,5.00927349,9.87,400.7418792,658.0,Calculado,Mapeado,43.65927349,28.78,19.292741879200005,18.234,0.0,0.0,1.0,4.23,9.87,0.282,0.658,42.88,19.175,43.65927349,19.292741879200005
306,239.0,905,True,1262,2236,0.5887109775,0.63,47.0968782,42.0,Calculado,Mapeado,116.0887109775,114.87,58.1970968782,58.108,2.0,39.55,4.0,0.35,0.63,0.023,0.042,115.85,58.173,116.0887109775,58.1970968782
307,1743.0,905,True,1474,2236,2.26883874625,0.63,181.5070997,42.0,Calculado,Mapeado,82.04883874625,79.15,44.3825070997,44.159,3.0,25.93,6.0,2.2,0.63,0.147,0.042,81.98,44.348,82.04883874625,44.3825070997
308,52.0,905,True,581,2236,9.3463089775,0.63,747.7047182,42.0,Calculado,Mapeado,87.7063089775,77.73,41.1237047182,40.334,2.0,7.85,28.0,8.2,0.63,0.547,0.042,86.57,40.923,87.7063089775,41.1237047182
309,242.0,905,True,1395,2236,10.2066928875,9.87,816.535431,658.0,Calculado,Mapeado,91.9266928875,71.85,29.653535430999998,28.179,2.0,8.15,21.0,6.63,9.87,0.442,0.658,88.35,29.279,91.9266928875,29.653535430999998
310,115.0,905,True,1105,2236,3.228435875,0.63,258.27487,42.0,Calculado,Mapeado,84.158435875,80.3,47.43227487,47.132,2.0,25.4,9.0,2.87,0.63,0.191,0.042,83.8,47.365,84.158435875,47.43227487
311,36.0,905,True,1562,17,7.31653812625,9.87,585.3230501,658.0,Calculado,Mapeado,121.43653812625,104.25,47.2923230501,46.049,3.0,5.88,15.0,8.9,9.87,0.593,0.658,123.02,47.3,121.43653812625,47.2923230501
312,45.0,905,True,1257,2236,18.12352443125,0.63,1449.8819545,42.0,Calculado,Mapeado,143.75352443124999,125.0,65.2058819545,63.714,2.0,39.55,4.0,11.77,0.63,0.784,0.042,137.4,64.54,143.75352443124999,65.2058819545
313,199.0,905,True,2179,2236,3.33801044125,0.63,267.0408353,42.0,Calculado,Mapeado,127.81801044125,123.85,63.0230408353,62.714,2.0,41.47,4.0,3.78,0.63,0.252,0.042,128.27,63.008,127.81801044125,63.0230408353
314,1529.0,905,True,13,2236,8.5847409025,0.63,686.7792722,42.0,Calculado,Mapeado,39.8347409025,30.62,6.219779272199999,5.491,1.0,15.37,14.0,6.72,0.63,0.448,0.042,37.97,5.981,39.8347409025,6.219779272199999
315,185.0,905,True,585,2236,5.5632412875,0.63,445.059303,42.0,Calculado,Mapeado,76.4232412875,70.23,37.330059303000006,36.843,2.0,7.85,26.0,0.77,0.63,0.051,0.042,71.63,36.936,76.4232412875,37.330059303000006
316,43.0,905,True,1975,17,59.145752077500006,9.87,4731.6601662,658.0,Calculado,Mapeado,168.9357520775,99.92,47.7066601662,42.317,2.0,8.15,13.0,34.03,9.87,2.269,0.658,143.82,45.244,168.9357520775,47.7066601662
317,68.0,905,True,686,2236,1.6128862825,0.63,129.0309026,42.0,Calculado,Mapeado,114.29288628249999,112.05,60.0010309026,59.83,3.0,9.03,11.0,2.4,0.63,0.16,0.042,115.08,60.031,114.29288628249999,60.0010309026
318,559.0,905,True,1660,17,6.550196314999999,9.87,524.0157052,658.0,Calculado,Mapeado,104.290196315,87.87,38.394015705200005,37.212,2.0,8.15,18.0,5.58,9.87,0.372,0.658,103.32,38.242,104.290196315,38.394015705200005
319,36.0,905,True,75582,2236,2.31100109,0.63,184.8800872,42.0,Calculado,Mapeado,109.89100109,106.95,46.3898800872,46.163,2.0,14.78,18.0,1.1,0.63,0.074,0.042,108.68,46.279,109.89100109,46.3898800872
320,69.0,905,True,1973,17,12.42236861625,9.87,993.7894893,658.0,Calculado,Mapeado,118.29236861625,96.0,42.3537894893,40.702,2.0,8.15,13.0,9.23,9.87,0.615,0.658,115.1,41.975,118.29236861625,42.3537894893
321,537.0,905,True,190,17,16.83819779125,9.87,1347.0558233,658.0,Calculado,Mapeado,75.45819779125,48.75,20.0210558233,18.016,2.0,5.07,11.0,13.23,9.87,0.883,0.658,71.85,19.557,75.45819779125,20.0210558233
322,8139.0,905,True,1487,2236,8.23874250125,0.63,659.0994001,42.0,Calculado,Mapeado,138.56874250124997,129.7,74.3260994001,73.625,2.0,43.78,7.0,5.82,0.63,0.388,0.042,136.15,74.055,138.56874250124997,74.3260994001
323,2005.0,905,True,11,2236,10.8441481125,0.63,867.531849,42.0,Calculado,Mapeado,36.6041481125,25.13,5.1915318489999995,4.282,1.0,15.37,13.0,8.1,0.63,0.54,0.042,33.87,4.864,36.6041481125,5.1915318489999995
324,35.0,905,True,1707,2236,16.79826021125,0.63,1343.8608169,42.0,Calculado,Mapeado,95.32826021125,77.9,36.792860816899996,35.407,3.0,16.47,4.0,7.92,0.63,0.528,0.042,86.45,35.977,95.32826021125,36.792860816899996
325,42.0,905,True,1415,2236,51.40251212875,0.63,4112.2009703,42.0,Calculado,Mapeado,124.26251212874999,72.23,44.547200970300004,40.393,2.0,33.92,13.0,23.25,0.63,1.55,0.042,96.12,41.985,124.26251212874999,44.547200970300004
326,7457.0,905,True,586,2236,2.4193413225,0.63,193.5473058,42.0,Calculado,Mapeado,75.5693413225,72.52,18.7895473058,18.554,2.0,27.15,25.0,1.77,0.63,0.118,0.042,74.92,18.714,75.5693413225,18.7895473058
327,1265.0,905,True,2004,2236,2.2109725837500003,9.87,176.8778067,658.0,Calculado,Mapeado,146.45097258375,134.37,57.2628778067,56.428,2.0,8.15,13.0,2.05,9.87,0.136,0.658,146.28,57.222,146.45097258375,57.2628778067
328,22.0,905,True,1520,2236,16.06527524,0.63,1285.2220192,42.0,Calculado,Mapeado,135.42527524,118.73,54.6792220192,53.352,2.0,14.78,19.0,8.95,0.63,0.596,0.042,128.32,53.991,135.42527524,54.6792220192
