Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Numero_Transbordos,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Distancia_Viaje_Original_Km,Verificacion_Tiempo_Total,Verificacion_Distancia_Total_Km
441,500.0,905,True,36,2236,9.50073721375,0.63,760.0589771,42.0,Calculado,Mapeado,41.95073721375,31.82,7.0310589771,6.229,1.0,15.37,14.0,6.9,0.63,0.46,0.042,39.35,6.731,41.95073721375,7.0310589771
442,47.0,905,True,1493,2236,43.32740062625,0.63,3466.1920501,42.0,Calculado,Mapeado,146.98740062625,103.03,61.1731920501,57.665,2.0,35.77,7.0,32.25,0.63,2.15,0.042,135.92,59.857,146.98740062625,61.1731920501
443,287.0,905,True,1529,2236,3.5685691475,0.63,285.4855318,42.0,Calculado,Mapeado,109.82856914749999,105.63,45.5234855318,45.196,2.0,14.78,19.0,2.55,0.63,0.17,0.042,108.82,45.407,109.82856914749999,45.5234855318
444,151.0,905,True,2181,2236,30.52156219625,0.63,2441.7249757,42.0,Calculado,Mapeado,174.70156219625,143.55,75.8387249757,73.355,2.0,39.55,10.0,21.97,0.63,1.464,0.042,166.15,74.861,174.70156219625,75.8387249757
445,621.0,905,True,1061,2236,2.771822405,0.63,221.7457924,42.0,Calculado,Mapeado,104.62182240499999,101.22,49.6047457924,49.341,2.0,41.47,6.0,1.23,0.63,0.082,0.042,103.08,49.464,104.62182240499999,49.6047457924
446,47.0,905,True,1568,17,67.03604090249999,9.87,5362.8832722,658.0,Calculado,Mapeado,158.1060409025,81.2,38.0638832722,32.043,3.0,5.88,15.0,36.95,9.87,2.464,0.658,128.02,35.164,158.1060409025,38.0638832722
447,26.0,905,True,1257,2236,19.7656732075,0.63,1581.2538566,42.0,Calculado,Mapeado,145.3956732075,125.0,65.3372538566,63.714,2.0,39.55,4.0,16.32,0.63,1.087,0.042,141.95,64.843,145.3956732075,65.3372538566
448,387.0,905,True,1332,2236,3.7608527475,0.63,300.8682198,42.0,Calculado,Mapeado,130.4108527475,126.02,43.5288682198,43.186,3.0,30.87,9.0,4.37,0.63,0.291,0.042,131.02,43.52,130.4108527475,43.5288682198
449,601.0,905,True,1141,17,6.43863562125,9.87,515.0908497,658.0,Calculado,Mapeado,86.00863562125001,69.7,30.688090849700004,29.515,1.0,18.6,17.0,4.22,9.87,0.282,0.658,83.78,30.454,86.00863562125001,30.688090849700004
450,1778.0,905,True,1560,17,1.06004024875,9.87,84.8032199,658.0,Calculado,Mapeado,119.50004024875,108.57,49.7468032199,49.004,3.0,5.88,14.0,0.95,9.87,0.063,0.658,119.38,49.725,119.50004024875,49.7468032199
451,53.0,905,True,1392,2236,9.99718818125,9.87,799.7750545,658.0,Calculado,Mapeado,97.98718818125,78.12,32.4387750545,30.981,2.0,8.15,19.0,2.12,9.87,0.142,0.658,90.1,31.781,97.98718818125,32.4387750545
452,425.0,905,True,937,2236,20.19208181375,0.63,1615.3665451,42.0,Calculado,Mapeado,112.72208181375001,91.9,37.60436654510001,35.947,3.0,28.03,18.0,6.53,0.63,0.435,0.042,99.07,36.424,112.72208181375001,37.60436654510001
453,119.0,905,True,1563,17,9.19155118875,9.87,735.3240951,658.0,Calculado,Mapeado,105.91155118875,86.85,37.7833240951,36.39,3.0,5.88,15.0,5.73,9.87,0.382,0.658,102.45,37.43,105.91155118875,37.7833240951
