Zona_Origen,Nombre_Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Numero_Transbordos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Tiempo_Total_Puerta_a_Puerta_Minutos,Verificacion_Tiempo_Total
319,Olarra,36,901,True,75582.0,1078.0,2.31100109,0.91846033625,184.8800872,73.4768269,Calculado,Calculado,22.74946142625,19.52,0,13.052,12.916,0.0,29,1.1,0.93,0.074,0.062,21.55,22.74946142625,22.74946142625
320,Olazabal,69,901,True,1973.0,1078.0,12.42236861625,0.91846033625,993.7894893,73.4768269,Calculado,Calculado,37.7108289525,24.37,0,14.803,14.126,0.0,15,9.23,0.93,0.615,0.062,34.53,37.7108289525,37.7108289525
321,Ollargan,537,901,True,168.0,1005.0,22.34110168,1.089115005,1787.2881344,87.1292004,Calculado,Calculado,42.38021668499999,18.95,0,11.716,10.713,0.0,97,13.23,1.8,0.883,0.12,33.98,42.38021668499999,42.38021668499999
322,Ondarroa,8139,901,True,1713.0,1078.0,8.50794900375,0.91846033625,680.6359203,73.4768269,Calculado,Calculado,77.22640934,67.8,0,55.38,55.003,0.0,15,4.72,0.93,0.315,0.062,73.45,77.22640934,77.22640934
323,Ondiz,2005,904,True,12.0,2219.0,8.759792421250001,0.79330144375,700.7833937,63.4641155,Calculado,Calculado,34.933093865000004,25.38,0,11.646,11.043,0.0,18,8.12,0.93,0.541,0.062,34.43,34.933093865000004,34.933093865000004
324,Oñarte,35,901,True,1707.0,1078.0,16.79826021125,0.91846033625,1343.8608169,73.4768269,Calculado,Calculado,42.3467205475,24.63,1,13.952,13.362,3.88,4,7.92,0.93,0.528,0.062,33.48,42.3467205475,46.2267205475
325,Orozketa,42,901,True,1415.0,1078.0,51.40251212875,0.91846033625,4112.2009703,73.4768269,Calculado,Calculado,76.450972465,24.13,0,19.654,18.041,0.0,40,23.25,0.93,1.55,0.062,48.32,76.450972465,76.450972465
326,Ortuella,7457,903,True,817.0,284.0,3.306826335,2.53,264.5461068,169.0,Calculado,Mapeado,19.266826335,13.43,0,9.722,9.376,0.0,31,2.67,2.53,0.178,0.169,18.63,19.266826335,19.266826335
327,Otxandio,1265,901,True,2004.0,1078.0,2.2109725837500003,0.91846033625,176.8778067,73.4768269,Calculado,Calculado,48.25943292,45.13,0,30.051,29.852,0.0,15,2.05,0.93,0.136,0.062,48.12,48.25943292,48.25943292
328,Otzerinmendi,22,901,True,1520.0,1078.0,16.06527524,0.91846033625,1285.2220192,73.4768269,Calculado,Calculado,44.88373557625,27.9,0,20.764,20.105,0.0,32,8.95,0.93,0.596,0.062,37.78,44.88373557625,44.88373557625
329,Pando Karrantza,44,902,True,786.0,209.0,75.11803577875,1.58,6009.4428623,106.0,Calculado,Mapeado,153.22803577875,76.53,2,53.055,49.222,8.85,7,55.9,1.58,3.727,0.106,134.02,153.22803577875,162.07803577875
330,Pando Trucios,120,902,True,2185.0,209.0,5.62056440875,1.58,449.6451527,106.0,Calculado,Mapeado,86.05056440874999,78.85,3,41.874,41.456,19.78,2,4.67,1.58,0.312,0.106,85.1,86.05056440874999,105.83056440874999
331,Pandozales,34,903,True,1781.0,283.0,27.66585853625,4.08,2213.2686829,272.0,Calculado,Mapeado,82.11585853625,50.37,0,38.029,36.172,0.0,15,23.78,4.08,1.586,0.272,78.23,82.11585853625,82.11585853625
332,Parkotxa-Barrionuevo,44,903,True,363.0,284.0,36.529365765,2.53,2922.3492612,169.0,Calculado,Mapeado,57.209365765,18.15,1,8.819,7.181,1.28,60,22.05,2.53,1.47,0.169,42.73,57.209365765,58.489365765
333,Paúles,28,902,True,789.0,209.0,39.604691905,1.58,3168.3753524,106.0,Calculado,Mapeado,114.36469190500002,73.18,2,48.343,46.608,8.85,7,24.43,1.58,1.629,0.106,99.2,114.36469190500002,123.21469190500001
334,Peruri,110,904,True,2070.0,2219.0,13.5437570425,0.79330144375,1083.5005634,63.4641155,Calculado,Calculado,36.11705848625,21.78,0,10.261,9.551,0.0,22,9.72,0.93,0.647,0.062,32.43,36.11705848625,36.11705848625
335,Pinueta,1955,904,True,41.0,2219.0,6.62388574,0.79330144375,529.9108592,63.4641155,Calculado,Calculado,31.567187183749997,24.15,0,10.875,10.529,0.0,15,4.27,0.93,0.284,0.062,29.35,31.567187183749997,31.567187183749997
336,Plaza,523,901,True,1520.0,1078.0,2.70096226375,0.91846033625,216.0769811,73.4768269,Calculado,Calculado,31.5194226,27.9,0,20.24,20.105,0.0,31,1.08,0.93,0.073,0.062,29.92,31.5194226,31.5194226
337,Plentzia,2684,904,True,2131.0,1648.0,8.0921940925,6.839990448749999,647.3755274,547.1992359,Calculado,Calculado,21.93218454125,7.0,0,5.867,4.998,0.0,6,7.02,6.03,0.467,0.402,20.05,21.93218454125,21.93218454125
338,Pobeña,184,903,True,711.0,283.0,0.95776267875,4.08,76.6210143,272.0,Calculado,Mapeado,53.23776267875,48.2,1,20.022,19.699,3.65,42,0.77,4.08,0.052,0.272,53.05,53.23776267875,56.88776267875
339,Poblado Julio Arteche,444,903,True,475.0,2064.0,13.6626693825,2.5,1093.0135506,166.0,Calculado,Mapeado,34.0826693825,17.92,0,12.366,11.35,0.0,13,12.75,2.5,0.85,0.166,33.17,34.0826693825,34.0826693825
340,Portugalete,44885,903,True,232.0,245.0,3.797639735,4.57,303.8111788,304.0,Calculado,Mapeado,22.637639735,14.27,0,7.385,6.868,0.0,83,3.18,4.57,0.213,0.304,22.02,22.637639735,22.637639735
341,Poza,18,901,True,1937.0,1005.0,58.1682019,1.089115005,4653.456152,87.1292004,Calculado,Calculado,140.027316905,80.77,0,43.503,41.04,0.0,7,35.85,1.1,2.39,0.074,117.72,140.027316905,140.027316905
342,Pozueta,396,901,True,1392.0,1078.0,4.4314362425,0.91846033625,354.5148994,73.4768269,Calculado,Calculado,12.799896578750001,7.45,0,4.792,4.405,0.0,65,4.87,0.93,0.324,0.062,13.25,12.799896578750001,12.799896578750001
343,Presa,46,902,True,773.0,209.0,31.12013108625,1.58,2489.6104869,106.0,Calculado,Mapeado,118.72013108624999,86.02,2,61.328,59.293,8.85,7,28.93,1.58,1.929,0.106,116.53,118.72013108624999,127.57013108624999
344,Putxeta,195,903,True,598.0,284.0,6.804665875,2.53,544.37327,169.0,Calculado,Mapeado,40.354665875,31.02,0,17.133,16.697,0.0,38,4.0,2.53,0.267,0.169,37.55,40.354665875,40.354665875
345,Ranero,24,902,True,784.0,209.0,61.15906875375,1.58,4892.7255003,106.0,Calculado,Mapeado,140.98906875375002,78.25,2,53.547,50.614,8.85,7,42.4,1.58,2.827,0.106,122.23,140.98906875375002,149.83906875375
346,Sabino Arana,478,901,True,1660.0,1078.0,2.8947518175,0.91846033625,231.5801454,73.4768269,Calculado,Calculado,19.69321215375,15.88,0,10.844,10.636,0.0,41,2.18,0.93,0.145,0.062,19.0,19.69321215375,19.69321215375
347,Sakoneta,254,904,True,11.0,2219.0,7.410286346249999,0.79330144375,592.8229077,63.4641155,Calculado,Calculado,34.60358779,26.4,0,11.927,11.46,0.0,17,6.08,0.93,0.405,0.062,33.42,34.60358779,34.60358779
348,Saldarian,55,901,True,1346.0,1005.0,35.56636385375,1.089115005,2845.3091083,87.1292004,Calculado,Calculado,72.03547885875,35.38,0,16.095,15.063,0.0,39,14.37,1.1,0.958,0.074,50.85,72.03547885875,72.03547885875
349,Salud e Higiene,72,901,True,180.0,1004.0,3.34861802,2.95083712375,267.8894416,236.0669699,Calculado,Calculado,30.97945514375,24.68,0,10.86,10.63,0.0,40,1.65,1.8,0.11,0.12,28.13,30.97945514375,30.97945514375
350,San Agustin,41,901,True,1486.0,1078.0,1.87799833,0.91846033625,150.2398664,73.4768269,Calculado,Calculado,53.17645866625,50.38,0,30.373,30.193,0.0,30,1.78,0.93,0.118,0.062,53.1,53.17645866625,53.17645866625
351,San Bartolome,242,904,True,2070.0,2219.0,3.637508875,0.79330144375,291.00071,63.4641155,Calculado,Calculado,26.210810318750003,21.78,0,9.912,9.551,0.0,22,4.47,0.93,0.298,0.062,27.18,26.210810318750003,26.210810318750003
352,San Cipriano,7,902,True,766.0,209.0,1.1091658125,1.58,88.733265,106.0,Calculado,Mapeado,88.00916581249999,85.32,2,58.65,58.512,8.85,7,0.48,1.58,0.032,0.106,87.38,88.00916581249999,96.85916581249998
353,San Esteban,131,902,True,780.0,209.0,31.96520363875,1.58,2557.2162911,106.0,Calculado,Mapeado,114.12520363875,80.58,2,54.414,53.251,8.85,7,15.85,1.58,1.057,0.106,98.02,114.12520363875,122.97520363874999
354,San Esteban Derio,1850,903,True,511.0,2064.0,5.31971247375,2.5,425.5769979,166.0,Calculado,Mapeado,32.03971247375,24.22,0,15.545,15.103,0.0,13,4.13,2.5,0.276,0.166,30.85,32.03971247375,32.03971247375
355,San Esteban Galdames,36,903,True,1785.0,284.0,19.12040294125,4.08,1529.6322353,272.0,Calculado,Mapeado,75.52040294125,52.32,1,23.849,22.932,0.3,9,9.7,4.08,0.646,0.272,66.1,75.52040294125,75.82040294125
356,San Inazio,43,901,True,1391.0,1078.0,5.910851435,0.91846033625,472.8681148,73.4768269,Calculado,Calculado,15.59931177125,8.77,0,5.512,5.057,0.0,64,5.9,0.93,0.393,0.062,15.6,15.59931177125,15.59931177125
357,San Juan Atxondo,54,901,True,1468.0,1078.0,0.45552948125,0.91846033625,36.4423585,73.4768269,Calculado,Calculado,53.173989817499994,51.8,1,29.899,29.787,16.25,14,0.75,0.93,0.05,0.062,53.48,53.173989817499994,69.4239898175
358,San Juan de Muskiz,6038,903,True,554.0,284.0,6.6920953025,2.53,535.3676242,169.0,Calculado,Mapeado,48.7720953025,39.55,0,19.78,19.603,0.0,28,0.13,2.53,0.009,0.169,42.22,48.7720953025,48.7720953025
359,San Juan Igorre,299,901,True,1660.0,1078.0,10.91250279,0.91846033625,873.0002232,73.4768269,Calculado,Calculado,27.71096312625,15.88,0,11.334,10.636,0.0,43,9.53,0.93,0.635,0.062,26.35,27.71096312625,27.71096312625
360,San Juan Leioa,399,904,True,10.0,2219.0,4.16577886125,0.79330144375,333.2623089,63.4641155,Calculado,Calculado,32.279080305,27.32,0,12.05,11.839,0.0,15,2.22,0.93,0.148,0.062,30.47,32.279080305,32.279080305
361,San Juan Ubide,44,901,True,79384.0,1078.0,4.7783706725,0.91846033625,382.2696538,73.4768269,Calculado,Calculado,66.56683100875,60.87,0,40.568,40.313,0.0,8,2.88,0.93,0.192,0.062,64.68,66.56683100875,66.56683100875
362,San Julián de Muskiz,241,903,True,2141.0,283.0,5.7328114775,4.08,458.6249182,272.0,Calculado,Mapeado,57.542811477499995,47.73,1,20.06,19.601,1.53,47,2.82,4.08,0.188,0.272,54.63,57.542811477499995,59.0728114775
363,San Mamés,118,903,True,557.0,283.0,0.29096167375,4.08,23.2769339,272.0,Calculado,Mapeado,39.950961673749994,35.58,1,15.346,15.047,3.65,28,0.4,4.08,0.026,0.272,40.07,39.950961673749994,43.60096167374999
364,San Martín de Carral,145,903,True,691.0,284.0,2.83821704625,2.53,227.0573637,169.0,Calculado,Mapeado,75.88821704624999,70.52,0,29.999,29.63,0.0,18,3.02,2.53,0.201,0.169,76.07,75.88821704624999,75.88821704624999
365,San Miguel de Linares,117,903,True,726.0,278.0,0.2281660137499999,4.08,18.2532811,272.0,Calculado,Mapeado,110.32816601374999,106.02,2,41.236,40.946,31.5,1,0.28,4.08,0.019,0.272,110.38,110.32816601374999,141.82816601374998
366,San Pedro,44,903,True,624.0,284.0,15.689832527499998,2.53,1255.1866022,169.0,Calculado,Mapeado,37.649832527499996,19.43,0,13.597,12.506,0.0,38,13.83,2.53,0.923,0.169,35.8,37.649832527499996,37.649832527499996
367,San Pedro Galdames,242,903,True,1739.0,284.0,1.58907319625,4.08,127.1258557,272.0,Calculado,Mapeado,63.16907319625,57.5,1,25.99,25.619,0.3,9,1.48,4.08,0.099,0.272,63.07,63.16907319625,63.469073196249994
368,San Roman,84,901,True,1069.0,1078.0,2.88357422625,0.91846033625,230.6859381,73.4768269,Calculado,Calculado,28.4820345625,24.68,0,19.048,18.757,0.0,16,3.43,0.93,0.228,0.062,29.05,28.4820345625,28.4820345625
369,San Román,28,903,True,559.0,283.0,1.8901184,4.08,151.209472,272.0,Calculado,Mapeado,39.340118399999994,33.37,1,14.624,14.226,3.65,27,1.9,4.08,0.126,0.272,39.35,39.340118399999994,42.99011839999999
370,San Vicente de Barakaldo,101375,900,True,294.0,329.0,2.7361623425,2.0380568287500003,218.8929874,163.0445463,Calculado,Calculado,17.14421917125,12.37,0,6.064,5.723,0.0,95,3.0,2.12,0.2,0.141,17.48,17.14421917125,17.14421917125
371,Sandamendi,968,903,True,935.0,283.0,10.9928899875,4.08,879.431199,272.0,Calculado,Mapeado,51.4228899875,36.35,1,21.51,20.405,6.32,17,12.5,4.08,0.833,0.272,52.93,51.4228899875,57.7428899875
372,Sanfuentes,1830,903,True,583.0,284.0,6.23761515,2.53,499.009212,169.0,Calculado,Mapeado,27.73761515,18.97,0,12.837,12.33,0.0,31,5.07,2.53,0.338,0.169,26.57,27.73761515,27.73761515
373,Sangrices,44,902,True,772.0,209.0,3.20862866,1.58,256.6902928,106.0,Calculado,Mapeado,93.03862866,88.25,2,62.097,61.775,8.85,7,3.25,1.58,0.217,0.106,93.08,93.03862866,101.88862866
374,Santa Cruz,54,903,True,728.0,278.0,20.1647162275,4.08,1613.1772982,272.0,Calculado,Mapeado,127.8147162275,103.57,2,40.981,39.518,31.5,5,17.87,4.08,1.191,0.272,125.52,127.8147162275,159.3147162275
375,Santa Isabel,2939,901,True,168.0,1005.0,16.0154692175,1.089115005,1281.2375374,87.1292004,Calculado,Calculado,36.0545842225,18.95,0,11.948,10.713,0.0,58,16.73,1.8,1.115,0.12,37.48,36.0545842225,36.0545842225
376,Santa Juliana,68,903,True,2212.0,284.0,1.19663592875,2.53,95.7308743,169.0,Calculado,Mapeado,30.32663592875,26.6,0,15.378,15.198,0.0,32,0.18,2.53,0.012,0.169,29.32,30.32663592875,30.32663592875
377,Santa Lutzia,40,901,True,1968.0,1078.0,27.575404811250003,0.91846033625,2206.0323849,73.4768269,Calculado,Calculado,47.4638651475,18.97,0,13.035,11.445,0.0,15,22.92,0.93,1.528,0.062,42.82,47.4638651475,47.4638651475
378,Santecilla,32,902,True,784.0,209.0,64.62966080125,1.58,5170.3728641,106.0,Calculado,Mapeado,144.45966080125,78.25,2,53.058,50.614,8.85,7,35.08,1.58,2.338,0.106,114.92,144.45966080125,153.30966080125
379,Santelices,156,903,True,554.0,284.0,7.82100989625,2.53,625.6807917,169.0,Calculado,Mapeado,49.081009896249995,38.73,0,19.904,19.582,0.0,38,2.3,2.53,0.153,0.169,43.57,49.081009896249995,49.081009896249995
380,Santiago,28,901,True,1465.0,1078.0,1.59993306375,0.91846033625,127.9946451,73.4768269,Calculado,Calculado,57.2383934,54.72,1,31.405,31.25,16.25,14,1.4,0.93,0.093,0.062,57.05,57.2383934,73.4883934
381,Santimami,171,904,True,10.0,2219.0,14.28361742875,0.79330144375,1142.6893943,63.4641155,Calculado,Calculado,42.3969188725,27.32,0,12.742,11.839,0.0,18,12.62,0.93,0.841,0.062,40.87,42.3969188725,42.3969188725
382,Santsoena,53,904,True,20.0,1594.0,4.6051519475,6.41921255125,368.4121558,513.5370041,Calculado,Calculado,36.104364498749995,25.08,0,12.764,12.076,0.0,8,4.48,5.85,0.299,0.39,35.42,36.104364498749995,36.104364498749995
383,Santurtzi,46088,903,True,227.0,245.0,6.264304532500001,4.57,501.1443626,304.0,Calculado,Mapeado,30.6843045325,19.85,0,9.196,8.484,0.0,60,6.12,4.57,0.408,0.304,30.53,30.6843045325,30.6843045325
384,Sarriena,1558,904,True,21.0,1594.0,7.036045249999999,6.41921255125,562.88362,513.5370041,Calculado,Calculado,37.10525780125,23.65,0,12.073,11.311,0.0,7,5.58,5.85,0.372,0.39,35.08,37.10525780125,37.10525780125
385,Sestao,28255,900,True,239.0,292.0,6.686962382500001,3.99582673875,534.9569906,319.6661391,Calculado,Calculado,18.23278912125,7.55,0,3.663,3.112,0.0,42,4.45,3.82,0.297,0.255,15.82,18.23278912125,18.23278912125
386,Sierra,31,902,True,780.0,209.0,31.76083101,1.58,2540.8664808,106.0,Calculado,Mapeado,113.92083101,80.58,2,54.703,53.251,8.85,7,20.18,1.58,1.345,0.106,102.35,113.92083101,122.77083101
387,Sodupe,4165,902,True,881.0,249.0,0.4819771624999999,1.52,38.558173,101.0,Calculado,Mapeado,25.5719771625,23.57,0,15.017,14.887,0.0,62,0.43,1.52,0.029,0.101,25.52,25.5719771625,25.5719771625
388,Sollano-Llantada,582,903,True,2195.0,283.0,7.919967712499999,4.08,633.597417,272.0,Calculado,Mapeado,47.5199677125,35.52,0,26.329,25.589,0.0,14,7.02,4.08,0.468,0.272,46.62,47.5199677125,47.5199677125
389,Soscaño,242,902,True,756.0,209.0,3.967834225,1.58,317.426738,106.0,Calculado,Mapeado,86.22783422500001,80.68,2,53.726,53.354,8.85,7,4.0,1.58,0.267,0.106,86.27,86.22783422500001,95.077834225
390,Sukarrieta,290,901,True,1098.0,1078.0,2.13190105125,0.91846033625,170.5520841,73.4768269,Calculado,Calculado,56.280361387499994,53.23,1,32.948,32.719,6.07,17,2.52,0.93,0.167,0.062,56.68,56.280361387499994,62.350361387499994
391,Tallerreta,56,901,True,1390.0,1078.0,0.9377842825,0.91846033625,75.0227426,73.4768269,Calculado,Calculado,11.80624461875,9.95,0,5.936,5.775,0.0,63,1.48,0.93,0.099,0.062,12.37,11.80624461875,11.80624461875
392,Telleria,231,904,True,2070.0,2219.0,2.1300615675,0.79330144375,170.4049254,63.4641155,Calculado,Calculado,24.70336301125,21.78,0,9.733,9.551,0.0,15,1.8,0.93,0.12,0.062,24.52,24.70336301125,24.70336301125
393,Totorika,6,901,True,1262.0,1078.0,20.62437495125,0.91846033625,1649.9499961,73.4768269,Calculado,Calculado,81.3628352875,59.82,0,39.105,38.232,0.0,8,12.15,0.93,0.81,0.062,72.9,81.3628352875,81.3628352875
394,Traña-Matiena,3725,901,True,1427.0,1078.0,1.90641000875,0.91846033625,152.5128007,73.4768269,Calculado,Calculado,21.574870345,18.75,0,22.251,22.065,0.0,20,1.85,0.93,0.124,0.062,21.53,21.574870345,21.574870345
395,Traslaviña,126,903,True,806.0,278.0,2.7856323,4.08,222.850584,272.0,Calculado,Mapeado,83.0356323,76.17,1,34.781,34.302,12.52,7,3.12,4.08,0.207,0.272,83.37,83.0356323,95.5556323
396,Traslosheros,55,903,True,796.0,278.0,3.47452264125,4.08,277.9618113,272.0,Calculado,Mapeado,87.35452264125,79.8,1,37.658,37.141,12.52,7,3.68,4.08,0.245,0.272,87.57,87.35452264125,99.87452264125
397,Triano,58,903,True,617.0,283.0,7.433972011250001,4.08,594.7177609,272.0,Calculado,Mapeado,54.51397201125,43.0,1,16.206,15.355,8.6,15,8.68,4.08,0.579,0.272,55.77,54.51397201125,63.11397201125
398,Trobika,169,904,True,1149.0,2220.0,6.842711250000001,0.90773412,547.4169,72.6187296,Calculado,Calculado,35.43044537,27.68,1,15.275,14.937,1.15,15,4.37,0.7,0.291,0.047,32.75,35.43044537,36.58044537
399,Txipio,611,904,True,2089.0,1648.0,4.55193355125,6.839990448749999,364.1546841,547.1992359,Calculado,Calculado,18.391924,7.0,0,5.888,4.998,0.0,6,7.33,6.03,0.489,0.402,20.37,18.391924,18.391924
400,Txiriboketa,129,901,True,1536.0,1078.0,6.4017496575,0.91846033625,512.1399726,73.4768269,Calculado,Calculado,16.65020999375,9.33,0,6.33,5.777,0.0,61,7.37,0.93,0.491,0.062,17.63,16.65020999375,16.65020999375
401,Txorierri,1002,904,True,12.0,2219.0,13.75818236,0.79330144375,1100.6545888,63.4641155,Calculado,Calculado,39.931483803750005,25.38,0,11.879,11.043,0.0,18,11.62,0.93,0.774,0.062,37.93,39.931483803750005,39.931483803750005
402,Uarka,31,901,True,1273.0,1078.0,1.6603770812499998,0.91846033625,132.8301665,73.4768269,Calculado,Calculado,43.448837417499995,40.87,0,26.84,26.621,0.0,16,2.35,0.93,0.156,0.062,44.15,43.448837417499995,43.448837417499995
403,Udondo,21,904,True,10.0,2219.0,10.86043524625,0.79330144375,868.8348197,63.4641155,Calculado,Calculado,38.97373669,27.32,0,12.357,11.839,0.0,19,6.83,0.93,0.456,0.062,35.08,38.97373669,38.97373669
404,Ugao-Miraballes,4092,901,True,1344.0,1005.0,23.35575552875,1.089115005,1868.4604423,87.1292004,Calculado,Calculado,61.21487053375,36.77,0,16.013,15.833,0.0,32,1.6,1.1,0.106,0.074,39.47,61.21487053375,61.21487053375
405,Ugaran,33,901,True,992.0,1078.0,1.21752835875,0.91846033625,97.4022687,73.4768269,Calculado,Calculado,82.705988695,80.57,0,53.068,52.95,0.0,24,0.82,0.93,0.055,0.062,82.32,82.705988695,82.705988695
406,Ugarana,463,901,True,1973.0,1078.0,0.4267404525,0.91846033625,34.1392362,73.4768269,Calculado,Calculado,25.71520078875,24.37,0,14.225,14.126,0.0,15,0.55,0.93,0.037,0.062,25.85,25.71520078875,25.71520078875
407,Ugarte Artea,36,901,True,1525.0,1078.0,1.1174360975000002,0.91846033625,89.3948878,73.4768269,Calculado,Calculado,23.96589643375,21.93,0,15.938,15.814,0.0,31,0.93,0.93,0.062,0.062,23.8,23.96589643375,23.96589643375
408,Ugarte Muxika,260,901,True,1171.0,1078.0,4.02751352875,0.91846033625,322.2010823,73.4768269,Calculado,Calculado,62.895973865,57.95,1,28.842,28.545,8.47,7,3.52,0.93,0.235,0.062,62.4,62.895973865,71.365973865
409,Ugarte Orduña,12,901,True,1938.0,1005.0,80.55812562874999,1.089115005,6444.6500503,87.1292004,Calculado,Calculado,161.11724063375,79.47,0,43.319,40.313,0.0,7,43.98,1.1,2.932,0.074,124.55,161.11724063375,161.11724063375
410,Ugarte Valle de Trápaga,691,903,True,374.0,284.0,2.2200645725,2.53,177.6051658,169.0,Calculado,Mapeado,11.4300645725,6.68,0,4.195,3.979,0.0,96,0.72,2.53,0.048,0.169,9.93,11.4300645725,11.4300645725
411,Ugeraga,5208,904,True,1593.0,2219.0,14.995224615,0.79330144375,1199.6179692,63.4641155,Calculado,Calculado,23.358526058749998,7.57,0,3.723,2.74,0.0,22,13.82,0.93,0.921,0.062,22.32,23.358526058749998,23.358526058749998
412,Unbe-Mendi,403,903,True,1807.0,284.0,10.3598628825,2.5,828.7890306,166.0,Calculado,Mapeado,66.6798628825,53.82,2,28.881,28.331,1.15,5,5.75,2.5,0.384,0.166,62.07,66.6798628825,67.82986288250001
413,Undurraga,36,901,True,33541.0,1078.0,18.039466795000003,0.91846033625,1443.1573436,73.4768269,Calculado,Calculado,48.38792713125,29.43,0,22.792,21.803,0.0,34,13.9,0.93,0.926,0.062,44.27,48.38792713125,48.38792713125
414,Urberuaga,44,901,True,1109.0,1078.0,12.47902083625,0.91846033625,998.3216669,73.4768269,Calculado,Calculado,53.6474811725,40.25,1,24.835,24.146,6.07,17,9.4,0.93,0.627,0.062,50.58,53.6474811725,59.7174811725
415,Urbi,1599,901,True,171.0,1005.0,10.72369424,1.089115005,857.8955392,87.1292004,Calculado,Calculado,21.162809245000002,9.35,0,6.452,6.09,0.0,127,4.33,1.1,0.289,0.074,14.78,21.162809245000002,21.162809245000002
416,Urduña/Orduña,3591,901,True,1587.0,1005.0,5.32715789875,1.089115005,426.1726319,87.1292004,Calculado,Calculado,91.78627290375,85.37,0,44.71,44.388,0.0,7,3.73,1.1,0.249,0.074,90.2,91.78627290375,91.78627290375
417,Urezarantza,300,904,True,2188.0,1648.0,16.70249126125,6.839990448749999,1336.1993009,547.1992359,Calculado,Calculado,33.66248171,10.12,0,8.151,6.772,0.0,6,14.65,6.03,0.977,0.402,30.8,33.66248171,33.66248171
418,Uria,1513,901,True,966.0,1078.0,3.2503734162500004,0.91846033625,260.0298733,73.4768269,Calculado,Calculado,11.0488337525,6.88,0,5.768,5.575,0.0,9,1.95,0.93,0.13,0.062,9.77,11.0488337525,11.0488337525
419,Uria-Elexalde,13,901,True,1937.0,1005.0,50.67807276375,1.089115005,4054.2458211,87.1292004,Calculado,Calculado,132.53718776875,80.77,0,43.018,41.04,0.0,7,28.57,1.1,1.905,0.074,110.43,132.53718776875,132.53718776875
420,Uribarri,112,901,True,1567.0,1005.0,16.5200141425,1.089115005,1321.6011314,87.1292004,Calculado,Calculado,59.5291291475,41.92,0,19.414,18.725,0.0,27,9.22,1.1,0.615,0.074,52.23,59.5291291475,59.5291291475
421,Uribarri-Zabaleta,29,901,True,1253.0,1078.0,73.2375285075,0.91846033625,5859.0022806,73.4768269,Calculado,Calculado,148.98598884375002,74.83,0,52.183,48.562,0.0,14,53.37,0.93,3.558,0.062,129.13,148.98598884375002,148.98598884375002
422,Uribe,42,901,True,1521.0,1078.0,25.5385391725,0.91846033625,2043.0831338,73.4768269,Calculado,Calculado,52.72699950875,26.27,0,20.56,18.951,0.0,35,23.22,0.93,1.547,0.062,50.42,52.72699950875,52.72699950875
423,Urigoiti,51,901,True,1554.0,1004.0,26.50214051,2.95083712375,2120.1712408,236.0669699,Calculado,Calculado,120.27297763375,90.82,0,41.255,39.581,0.0,4,23.3,1.8,1.554,0.12,115.92,120.27297763375,120.27297763375
424,Uriondo,28,901,True,1318.0,1078.0,29.0249669925,0.91846033625,2321.9973594,73.4768269,Calculado,Calculado,86.11342732875,56.17,1,27.547,25.933,10.05,14,23.27,0.93,1.551,0.062,80.37,86.11342732875,96.16342732875
425,Urioste,892,903,True,590.0,284.0,3.89252925,2.53,311.40234,169.0,Calculado,Mapeado,18.15252925,11.73,0,8.198,7.785,0.0,31,3.67,2.53,0.244,0.169,17.93,18.15252925,18.15252925
426,Urizar,270,903,True,114254.0,284.0,1.7703349137499995,2.5,141.6267931,166.0,Calculado,Mapeado,88.35033491375,84.08,1,34.84,34.543,24.53,18,1.95,2.5,0.131,0.166,88.53,88.35033491375,112.88033491375
427,Urkitzaur,453,904,True,1140.0,2220.0,2.2987746112500003,0.90773412,183.9019689,72.6187296,Calculado,Calculado,50.056508731250005,46.85,1,24.555,24.317,1.37,15,2.87,0.7,0.191,0.047,50.42,50.056508731250005,51.42650873125
428,Urriola,41,901,True,1258.0,1078.0,18.34647411875,0.91846033625,1467.7179295,73.4768269,Calculado,Calculado,84.484934455,65.22,0,44.062,42.875,0.0,8,16.87,0.93,1.124,0.062,83.02,84.484934455,84.484934455
429,Urrutia,47,901,True,1246.0,1078.0,28.4017264,0.91846033625,2272.138112,73.4768269,Calculado,Calculado,108.22018673625001,78.9,0,52.381,51.58,0.0,24,11.1,0.93,0.74,0.062,90.93,108.22018673625001,108.22018673625001
430,Usansolo,3322,901,True,1396.0,1078.0,7.623889881249999,0.91846033625,609.9111905,73.4768269,Calculado,Calculado,9.9623502175,1.42,0,1.496,1.047,0.0,5,5.8,0.93,0.387,0.062,8.15,9.9623502175,9.9623502175
431,Usparitxa,48,901,True,1070.0,1078.0,11.21769823875,0.91846033625,897.4158591,73.4768269,Calculado,Calculado,35.766158575,23.63,0,18.257,17.671,0.0,16,7.85,0.93,0.524,0.062,32.42,35.766158575,35.766158575
